Fecha,P
1948-12-31,1191.3600000000001
1949-12-31,1523.232
1950-12-31,2182.56
1951-12-31,1636.896
1952-12-31,1767.84
1953-12-31,1369.248
1954-12-31,1526.88
1955-12-31,1898.7059999999997
1956-12-31,1862.862
1957-12-31,1442.112
1958-12-31,1133.856
1959-12-31,1258.1280000000002
1960-12-31,1519.377
1961-12-31,1259.5830000000003
1962-12-31,1803.552
1963-12-31,1658.667
1964-12-31,1626.741
1965-12-31,1561.899
1966-12-31,1570.965
1967-12-31,1450.656
1968-12-31,1621.92
1969-12-31,1673.9520000000002
1970-12-31,2003.232
1971-12-31,2235.168
1972-12-31,1616.2559999999999
1973-12-31,1968.645
1974-12-31,2059.803
1975-12-31,2018.784
1976-12-31,1353.2160000000001
1977-12-31,1395.4560000000001
1978-12-31,1529.184
1979-12-31,1723.2
1980-12-31,1430.208
1981-12-31,2295.702
1982-12-31,1819.2420000000002
1983-12-31,1623.9450000000002
1984-12-31,2092.5989999999997
1985-12-31,1950.8159999999998
1986-12-31,1583.7120000000002
1987-12-31,1923.36
1988-12-31,2232.072
1989-12-31,1749.523
1990-12-31,1870.51
1991-12-31,1567.618
1992-12-31,1272.1150000000002
1993-12-31,1868.608
1994-12-31,1730.297
1995-12-31,2154.163
1996-12-31,2114.1609999999996
1997-12-31,1260.905
1998-12-31,2169.3129999999996
1999-12-31,2434.594
2000-12-31,2002.884
2001-12-31,1241.301
2002-12-31,1356.509
2003-12-31,1842.7870000000003
2004-12-31,2144.842
2005-12-31,1821.234
2006-12-31,1938.4959999999999
2007-12-31,1798.1650000000002
2008-12-31,2598.4
2009-12-31,1601.978
2010-12-31,2363.4779917089036
2011-12-31,2803.972055852413
2012-12-31,1623.5470287459902
2013-12-31,1931.9240280985832
2014-12-31,1572.0060245990753
2015-12-31,846.7020173147321
2016-12-31,1541.970034220256
2017-12-31,1814.6240381076932
2018-12-31,1152.0130084026605
2019-12-31,1255.7670056074858
2020-12-31,980.7370037324727
2021-12-31,980.3660041242838
2022-12-31,691.5610016360879
