bd,id,Tipo,Subtipo,Fecha,Detonante,DetonanDes,Fuente,Subregion,Municipio,Pueblo,Sitio,Incertidumb,Norte,Este,Fallecidos,Economicas,Notas,LinkFoto
ant,8461.000,Debris Flow,,2021-11-12,Rainfall,,El Colombiano,Valle de Aburrá,Medellin,Barrio Santo Domingo,Comuna 1( Popular),Mid,5.197,-74.895,0.000,"7 casa destruidas; 23 casas inundadas","Las fuertes lluvias generaron emergencia en el barrio Santo Domingo, comuna 1 de Medellín. Reporte inicial da cuenta de 30 viviendas dañadas, siete de ellas con pérdida total.",
ant,7415.000,Landslide,,2001-09-22,Unknown,Desconocida - No reportada,Bomberos Envigado,Valle de Aburrá,Envigado,,"Las Palmas; por Colegio San Jesé de las Vegas",High,6.121,-75.538,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7074.000,Debris Flow,,2000-10-01,Anthropic,Error humano - Represamiento de quebrada por basuras,Bomberos Itagüí,Valle de Aburrá,Itaguí,Las Mercedes,Dg 40 Nº41-86,Mid,6.170,-75.614,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,1070.000,Debris Flow,,2001-10-14,Rainfall,Lluvias - Fuertes lluvias,Subsecretario de Gobierno Itagüí,Valle de Aburrá,Itagüi,Itagüí,El Guayabo Plaza Mayorista y el Progreso,Mid,6.168,-75.619,0.000,"20",El clopad atendió la emergencia a través del cuerpo de bomberos de itagui con el apoyo del cuerpo de bomberos de sabaneta defensa civil y maquinaria de obras públicas municipales. (DI6Author : GILBERTO ARI DI6Date : 16-10-2001),
ant,1089.000,Landslide,,2002-06-04,Rainfall,Lluvias - Saturacion de terrenos que ocasionaron deslizamiento,Bomberos Itagüí,Valle de Aburrá,Itagüi,Itagüí,Sector el Morro,Mid,6.168,-75.619,0.000,"13",Destrucción parcial de las partes traseras de las tres casas. (di6author : bcc di6date : 02/06/11),
ant,1132.000,Debris Flow,,2003-09-24,Rainfall,Lluvias - Fuertes lluvias en la terde provocaron inundaciones,Municipio de Itagüí,Valle de Aburrá,Itagüi,Itagüí,Sectro Plaza Mayorista barrios Santamaría la Nueva Ajizal.,Mid,6.168,-75.619,0.000,"30",Las fuertes lluvias tambien ocasionaron inundaciones en barrios del sur de medellín y algunos de envigado. (DI6Author : JNG DI6Date : 2003-09-30),
ant,1137.000,Landslide,,2003-10-28,Rainfall,Lluvias - Se ptresenta deslizamiento que destruye una vivienda,Municipio de Itagüí,Valle de Aburrá,Itagüi,Itagüí,Barrio el Pesebre,Mid,6.168,-75.619,0.000,"0",El deslizamiento se presento en horas de la tarde y destruyo una vivienda dejando a 5 personas damnificadas. (DI6Author : JNG DI6Date : 2003-11-10),
ant,1280.000,Debris Flow,,2006-03-22,Rainfall,Lluvias - Desbordamiento de las quebradas La Muñoz y Doña María,Secretario de Gobierno Municipal,Valle de Aburrá,Itagüi,Itagüí,Sector la Finca barrio San Gabriel,Mid,6.168,-75.619,0.000,"11",Se presento taponamientio del box colvert a la altura del barrio el palmar y malta lo cual causo inundaciones en los alrededores (di6author : bcc di6date : 2006/03/31),
ant,1311.000,Debris Flow,,2006-06-03,Rainfall,Lluvias - Inundación de las quebrada  Santa María La Muñoz Santa Catalina,Subsecretario de Gobierno,Valle de Aburrá,Itagüi,Itagüí,El Palmar Malta San Juan Eudes,Mid,6.168,-75.619,0.000,"0",El municipio aún no ha reportaado oficialmente. (DI6Author : GILBERTO ARI DI6Date : 04-06-06),
ant,1350.000,Debris Flow,,2007-05-26,Rainfall,Deslizamiento - La inundación tumbó vivienda,Junta Accion Comunal,Valle de Aburrá,Itagüi,,Quebrada la Cañaverala,High,6.168,-75.619,0.000,"0",Se confirmo el evento con la adminsitracion muncipal sr ali alarez sub secretario de gno dicen que el municipio esta tramitando apoyo de rehubicacion y arreindo y ayudas humanitarias ya fueron entregadas (DI6Author : GAMH DI6Date : 2007 06 01),
ant,1821.000,Debris Flow,,2011-06-04,Rainfall,Vendaval,P,Valle de Aburrá,Itagüi,,Villalia,High,6.168,-75.619,0.000,"650",,
ant,2033.000,Debris Flow,,2013-06-17,Rainfall,Lluvias,Reporte Cmgrd,Valle de Aburrá,Itagüi,Itagüí,Santa Catalina,Mid,6.168,-75.619,0.000,"80",,
ant,2469.000,Debris Flow,,1955-11-23,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,6'10'19'' - 75'36'47'',High,6.168,-75.619,0.000,"0",Se desconoce la causa,
ant,2474.000,Landslide,,1956-07-19,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,3.000,"0",Se desconoce la causa,
ant,2492.000,Landslide,,1964-09-07,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,0.000,"0",Se desconoce la causa,
ant,2534.000,Debris Flow,,1970-11-01,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,Quebrada Doña María,High,6.168,-75.619,0.000,"0",Se desconoce la causa,
ant,2590.000,Debris Flow,,1979-09-04,Unknown,Desconocida,Bdod-30033-Ing.,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,9.000,"500",,
ant,2602.000,Debris Flow,,1979-09-24,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,Quebrada Doña María y quebrada la Tabalaza,High,6.168,-75.619,11.000,"0",Se desconoce la causa,
ant,2746.000,Debris Flow,,1981-08-24,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,0.000,"0",Se desconoce la causa,
ant,3419.000,Debris Flow,,1984-01-29,Unknown,Desconocida,Bopmberos Medellín,Valle de Aburrá,Itaguí,,Cll 46 con Cr 42.,High,6.168,-75.619,0.000,"0",Fabrica uniquimica se vió afectada.(DI6Author : RS)(DI6Date : 2003/01/14),
ant,3430.000,Debris Flow,,1984-10-01,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,0.000,"0",Se desconoce la causa,
ant,3891.000,Debris Flow,,1986-07-01,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,Centro internacional del Mueble,High,6.168,-75.619,0.000,"0",Se desconoce la causa,
ant,4050.000,Debris Flow,,1987-05-01,Rainfall,Lluvias - Torrencial aguacero,El Colombiano,Valle de Aburrá,Itaguí,,"En la Cra 47 con Calles 36; 37; 38 y 46 y Cr 49 con Clle 35*",High,6.168,-75.619,0.000,"0",* Además en el transito de Itaguí. No hubo desgracias personales y las perdidas sólo ascendieron a 300000 en la mueblería DEKO en la autopista sur. Nota: La publicación de esta noticia aparece en El Colombiano del 3 de Mayo de 1987. Además en el T,
ant,4409.000,Debris Flow,,1988-05-27,Rainfall,Lluvias - Fuertes aguaceros,El Colombiano,Valle de Aburrá,Itaguí,,Puente del Pandequeso Ó 37 Sur y Capicentro,High,6.168,-75.619,0.000,"0",(di6date : 24/9/02),
ant,4661.000,Debris Flow,,1989-04-10,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,0.000,"0",Se desconoce la causa,
ant,4662.000,Debris Flow,,1989-10-16,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,0.000,"0",Se desconoce la causa,
ant,4684.000,Debris Flow,,1990-06-04,Unknown,Otra causa,Bdod--60723,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,0.000,"500",,
ant,4903.000,Debris Flow,,1990-06-17,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,0.000,"0",Se desconoce la causa,
ant,5315.000,Debris Flow,,1993-06-27,Rainfall,Lluvias - Fuerte aguacero sobre el sur del valle de Aburrá,El Colombiano,Valle de Aburrá,Itaguí,,En Varias viviendas de la Urbanización Monteverde (No *,High,6.168,-75.619,0.000,"0","* se especifica el barrio donde se encuentra dicha urbanización). atendió el come de itaguí. algunas residencias especialmente de la urbanización monteverde se vieron afectadas por inundaciones; aunque no se reportaron perdidas.(di6date : 29/9/02)",
ant,5316.000,Debris Flow,,1993-09-02,Rainfall,Lluvias - Lluvias torrenciales que hicieron que creciera quebrada  La Justa,El Colombiano,Valle de Aburrá,Itaguí,,"Zona Rural; en San Francisco en un sector conocido como *",High,6.168,-75.619,0.000,"12",Nota: el agua se entró en las casas y fueron llenas de lodo. nota1: la noticia de la cual se saco esta información aparece en el periódico el colombiano del 5 de septiembre de 1993(di6date : 29/9/02),
ant,6082.000,Debris Flow,,1996-04-08,Rainfall,Lluvias - Fuerte aguacero y desbordamiento quebrada  la sillera,El Colombiano,Valle de Aburrá,Itaguí,,Sector de Campo Alegre,High,6.168,-75.619,0.000,"0",* por represamiento. nota1: la noticia de la cual se saca la información para esta ficha se encuentra en el periódico de el colombiano del 11 de abril de 1996.(di6date : 31/9/02),
ant,6083.000,Debris Flow,,1996-04-08,Rainfall,Lluvias - Fuerte aguacero,El Colombiano,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,0.000,"0",Viviendas inundadas por taponamiento de alcantarillas. nota1: la noticia de la cual se saca la información para esta ficha se encuentra en el periódico de el colombiano del 11 de abril de 1996.(di6date : 31/9/02),
ant,6104.000,Debris Flow,,1996-06-14,Rainfall,Lluvias - Desbordamiento de quebrada que pasa por el sector por,El Colombiano,Valle de Aburrá,Itaguí,,Barrio Aragón (No Aparece en la Lista de barrios del Pot),High,6.168,-75.619,0.000,"0",* fuerte aguacero. se inundaron las vías públicas y algunas viviendas.(di6date : 31/9/02),
ant,6247.000,Debris Flow,,1997-06-17,Unknown,Desconocida,Dnpad,Valle de Aburrá,Itaguí,,"Vs. Sta. Catalina; Yarumito; Acacias",High,6.168,-75.619,0.000,"1385",(di6date : cip),
ant,6470.000,Debris Flow,,1998-10-28,Anthropic,Error humano - Desbordamiento de la quebrada  los Zuleta por basuras arrojadas,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Barrio Miranda - Rosario. Clle 46B entre viviendas # 57-49,High,6.168,-75.619,0.000,"0",Se inundo completamente dos calles(di6author : rsb)(di6date : 4/06/01),
ant,6767.000,Debris Flow,,1999-12-13,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Barrio Miranda,High,6.168,-75.619,0.000,"0",(di6author : rsb)(di6date : 4/06/01),
ant,6768.000,Debris Flow,,1999-06-03,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Loma de Los Zuleta,High,6.168,-75.619,0.000,"0",(di6author : rsb)(di6date : 4/06/01),
ant,6771.000,Debris Flow,,1999-06-08,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Sector la Mayoritaria. Cll 84A con Cr.50,High,6.168,-75.619,0.000,"0",(di6author : rsb)(di6date : 5/6/01),
ant,6774.000,Debris Flow,,1999-06-08,Anthropic,Error humano - Taponamiento de quebrada La Banca,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Barrio Miranda. Clle 46B # 57- 55,High,6.168,-75.619,0.000,"0",(di6author : rsb)(di6date : 5/6/01),
ant,6785.000,Debris Flow,,1999-02-19,Anthropic,Desconocida - Represamiento de aguas sucias o negras,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,La Loma de Los Zuleta,High,6.168,-75.619,0.000,"0",(di6author : rsb)(di6date : 5/6/01),
ant,6786.000,Debris Flow,,1999-01-04,Anthropic,Desconocida - Rotura de agua potable de eepp,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Loma de Los Zuleta. Cra 57 Nº 46 - 15,High,6.168,-75.619,0.000,"0",En dicha residencia se opbservamuro del patio en malas condiciones(di6author : rsb)(di6date : 5/6/01),
ant,6789.000,Debris Flow,,1999-11-18,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Escuela Los Gómez,High,6.168,-75.619,0.000,"26",(di6author : rsb)(di6date : 6/6/01),
ant,6793.000,Debris Flow,,1999-02-23,Anthropic,Error humano - Represamiento de la quebrada,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Barrio Miranda. Cr 57 X Clle 46,High,6.168,-75.619,0.000,"0",Represamiento de la quebrada por material desprendido y por basuras desviando su cause original se afectaron viviendas aledañas(di6author : rsb)(di6date : 5/6/01),
ant,6800.000,Landslide,,1999-10-27,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Dos Cuadras Arriba de la Escuela,High,6.168,-75.619,0.000,"0",(di6author : rsb)(di6date : 7/6/01),
ant,6803.000,Debris Flow,,1999-10-26,Anthropic,Otra causa - Represamiento de quebrada,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Loma de Los Zuleta,High,6.168,-75.619,0.000,"0",(di6author : rsb)(di6date : 21/06/01),
ant,6813.000,Debris Flow,,1999-05-08,Unknown,Desconocida,Dnpad,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,0.000,"25",Afectado entro comercial en barrio santa maria.,
ant,7056.000,Debris Flow,,2000-02-25,Rainfall,Lluvias - Lluvias + obstrucción de alcantarillado,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Cr 64B Nº34-136,High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7064.000,Debris Flow,,2000-09-22,Rainfall,Deslizamiento - Deslizamiento tapono quebrada y provoco inundación,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Barrio las Zuletas,High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7065.000,Debris Flow,,2000-07-19,Rainfall,Otra causa - Avenida torrencial,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Cl 30 Nº52-42,High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7066.000,Debris Flow,,2000-01-09,Rainfall,Lluvias - Lluvias + obstrucción de alcantarillado,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Cl 35B Nº69A-13,High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7067.000,Debris Flow,,2000-09-22,Rainfall,Otra causa - Avenida torrencial,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Barrio Miranda; Cl 46B X Cr 57",High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7071.000,Debris Flow,,2000-10-01,Anthropic,Otra causa - Por taponamiento de quebrada que se desbordó,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Cl 46B X Cr 57,High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7075.000,Debris Flow,,2000-09-22,Rainfall,Lluvias,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Centro de la Moda; Cr 52D",High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7076.000,Debris Flow,,2000-02-13,Rainfall,Otra causa - Por desbordamiento de quebrada,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"El Porvenir; Cl 83A",High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7431.000,Debris Flow,,2001-04-02,Rainfall,Lluvias - Lluvias + obstrucción de alcantarillado,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Barrileche; Cl 24 X Cr 61",High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7432.000,Debris Flow,,2001-04-22,Rainfall,Lluvias - Lluvias + obstrucción de alcantarillado,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Centro internacional del Mueble; Cl 31 Nº41-51",High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7435.000,Debris Flow,,2001-10-15,Rainfall,Lluvias - Lluvias + obstrucción de alcantarillado,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Mayorista,High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7437.000,Debris Flow,,2001-10-15,Rainfall,Lluvias,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Capricentro; C 67A X K 42",High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7440.000,Landslide,,2001-10-29,Unknown,Desconocida - No reportada,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Sector el Quemado,High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7441.000,Landslide,,2001-10-19,Rainfall,Lluvias,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Callejon de Don Julio,High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7442.000,Debris Flow,,2001-10-14,Rainfall,Lluvias - Lluvias + obstrucción de alcantarillado,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Mayorista,High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7443.000,Debris Flow,,2001-10-14,Rainfall,Lluvias - Lluvias + obstrucción de alcantarillado,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"El Guayabo; K 54 Nº68-04",High,6.168,-75.619,0.000,"39",(di6author : jdc)(di6date : 2003/06/27),
ant,7536.000,Debris Flow,,2002-02-12,Rainfall,Lluvias - Lluvias + obstrucción de alcantarillado,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Valle Sur; Cl 31 X Dg 43",High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7537.000,Debris Flow,,2002-02-12,Rainfall,Lluvias - Lluvias + obstrucción de alcantarillado,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Autopista; Cl 31 Nº42-46",High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7539.000,Debris Flow,,2002-03-11,Rainfall,Lluvias - Lluvias + obstrucción de alcantarillado,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Centro internacional del Mueble; Cl 31 Nº41-46",High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7540.000,Debris Flow,,2002-04-23,Rainfall,Lluvias - Lluvias + obstrucción de alcantarillado,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Viviendas del Sur; Cl 86 Nº56A-03",High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7541.000,Debris Flow,,2002-04-23,Rainfall,Lluvias,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Autopista; Cl 31 Nº41-46",High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7548.000,Debris Flow,,2002-09-27,Rainfall,Lluvias - Lluvias + obstrucción de alcantarillado,Bomberos Itagüí,Valle de Aburrá,Itaguí,,K 52D X C 75,High,6.168,-75.619,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7729.000,Landslide,,2006-12-07,Rainfall,Lluvias - Deslizamiento que afectó 35 familias,Sistema Nacional de Prevención,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,0.000,"0",(di6author : julieta g)(di6date : dic 13/06),
ant,7884.000,Debris Flow,,2012-09-07,Rainfall,Lluvias,Consejo Municipal de Gestión del Riesgo de Itagüí,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,0.000,"0",Afectación de techo del estadio ditaires y de la biblioteca municipal,
ant,7888.000,Landslide,,2013-11-05,Rainfall,Lluvias,Diario El Colombiano,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,0.000,"0",,
ant,7889.000,Debris Flow,,2013-11-05,Rainfall,"Lluvias - Además de la afectación a las viviendas, varios vehículos re",Diario El Colombiano,Valle de Aburrá,Itaguí,,Todo el Municipio,High,6.168,-75.619,0.000,"0",,
ant,7946.000,Debris Flow,,2016-12-04,Rainfall,Inundación - Al parecer materiales sólidos depositados en la quebrada gen,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Calle 13A Sur Nro 53-114,High,6.168,-75.619,0.000,"0","Taponamiento de boscolver genera taponamiento de la quebrada y desplazamiento de materiales a la via y viviendas aledaña,",
ant,8031.000,Debris Flow,,2018-05-02,Rainfall,Lluvias,Telemedellín,Valle de Aburrá,Itaguí,,,High,6.168,-75.619,0.000,"0",Mujer fue arrastrada por las aguas de la quebrada doña maría,
ant,7738.000,Landslide,,2007-05-07,Unknown,Falla - Deslizamiento que afectó 6 viviendas,El Colombiano,Valle de Aburrá,Itaguí,La Independencia,No Especificado,Mid,6.165,-75.619,0.000,"30",(di6author : julieta g)(di6date : mayo 9/07),
ant,4408.000,Debris Flow,,1988-05-27,Rainfall,Lluvias - Fuertes y prolongados aguaceros,El Colombiano,Valle de Aburrá,Itaguí,San Pío X,Varias Zonas de San Pío X y Zonas Vecinas.,Mid,6.165,-75.620,0.000,"0",(di6date : 24/9/02),
ant,7063.000,Debris Flow,,2000-07-19,Rainfall,Desconocida - Avenida torrencial,Bomberos Itagüí,Valle de Aburrá,Itaguí,San Pío X,Cl 31B Nº42A-57,Mid,6.165,-75.620,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,6772.000,Landslide,,1999-06-03,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,Santa María La Nueva,,Mid,6.173,-75.620,0.000,"0",(di6author : rsb)(di6date : 4/06/01),
ant,1090.000,Landslide,,2002-06-05,Rainfall,Lluvias - Saturación del terreno por fuertes lluvias,Bomberos Itagüí,Valle de Aburrá,Itagüi,Itagüí,Barrio Olivares sector quebrada y Bellavista,Mid,6.174,-75.620,0.000,"23",Destrucción de la parte trasera de dos de las casas (di6author : bcc di6date : 2002/06/11),
ant,1281.000,Landslide,,2006-03-30,Rainfall,Lluvias - Pequeños deslizamientos tambien vereda La María,Secretario de Gobierno Municipal,Valle de Aburrá,Itagüi,Itagüí,Sectores la Banca Olivares el Porvenir parte alta el Rosa,Mid,6.174,-75.620,0.000,"105",(di6author : bcc di6date : 2006/03/31),
ant,6764.000,Landslide,,1999-12-26,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Barrio Olivares,High,6.174,-75.620,0.000,"21",(di6author : rsb)(di6date : 4/06/01),
ant,7062.000,Landslide,,2000-05-23,Rainfall,Lluvias,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Los Olivares; Cl 40A Nº250-32",High,6.174,-75.620,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7073.000,Landslide,,2000-10-01,Unknown,Desconocida - No reportada,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Barrio Olivares; Cl 40 Nº250",High,6.174,-75.620,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7531.000,Landslide,,2002-06-03,Rainfall,Lluvias - Lluvias + infiltración de aguas subteraneas,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Olivares; parte alta",High,6.174,-75.620,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7534.000,Landslide,,2002-09-10,Anthropic,Otra causa - Aguas subterraneas por daño de tubería,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Barrio Olivares,High,6.174,-75.620,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,6125.000,Debris Flow,,1996-10-02,Rainfall,Lluvias - Se produjo gran concentración de pantano que afectó las,El Colombiano,Valle de Aburrá,Itaguí,San José,Calle 35 y 37 con Cras. 46 y 50,Mid,6.162,-75.617,0.000,"0",* viviendas localizadas en esa zona. nota1: la noticia de la cual se tomo la anterior información aparece en el periódico el colombiano el 4 de octubre de 1996.(di6date : 2/10/02),
ant,7127.000,Debris Flow,,2000-05-15,Rainfall,Otra causa - Avenida torrencial,Bomberos Sabaneta,Valle de Aburrá,Sabaneta,San José,Barrio San Nosé,Mid,6.162,-75.617,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7214.000,Debris Flow,,2000-10-16,Rainfall,Lluvias - Vendaval,Periodico El Colombiano,Valle de Aburrá,Itaguí,San José,"Avenida Pilsen; por Autopista Sur",Mid,6.162,-75.617,0.000,"0",El colombiano / 2000-10-17 / pagina 2d(DI6Author : JDC)(DI6Date : 2003/07/11),
ant,7886.000,Landslide,,2012-05-08,Rainfall,Lluvias,Noticias Caracol - Página Web,Valle de Aburrá,Sabaneta,San José,Vereda San José,Mid,6.162,-75.617,0.000,"0",,
ant,7822.000,Debris Flow,,2008-10-12,Rainfall,Lluvias - Intensas lluvias y obras de canalziacion sobre el cauce,Hora 13,Valle de Aburrá,Itaguí,Samaria - Robles del Sur,Sector Q. la Muñoz,Mid,6.165,-75.625,0.000,"0",Afectó las obras de canalziacionq eu actualmente se ejcutan y las redes de alcantarillado y acueducto del setor(di6author : edier)(di6date : 2008-10-15),
ant,7433.000,Landslide,,2001-09-23,Rainfall,Lluvias - Lluvias + mal manejo de aguas lluvias,Bomberos Itagüí,Valle de Aburrá,Itaguí,Malta,K 53 Nº36-10,Mid,6.169,-75.622,0.000,"0",(di6author : jdc)(di6date : 2003/06/27),
ant,7683.000,Debris Flow,,2005-11-07,Rainfall,Lluvias - Insuficiencia hidráulica cobertura cr 57 x cl 34,Amva,Valle de Aburrá,Itaguí,Malta,"Escuela Malta; barrios Olivares; Sagrado Corazón; Pilsen",Mid,6.169,-75.622,0.000,"240",(di6author : julieta góme)(di6date : 05/11/15),
ant,7712.000,Debris Flow,,2006-06-02,Rainfall,Lluvias - Desbordamiento de la quebrada La Muñoz,El Colombiano,Valle de Aburrá,Itaguí,Malta,Barrio Malta,Mid,6.169,-75.622,0.000,"0",(di6author : julieta g)(di6date : jun7/06),
ant,7719.000,Debris Flow,,2006-01-10,Rainfall,Inundación - Fuertes lluvias que generaron el desbordamiento de la quebra,Periodico El Mundo Enero 17/06,Valle de Aburrá,Itaguí,Malta,Cruce de la Vía San Antonio de Prado con Q. la Muñoz,Mid,6.169,-75.622,0.000,"0",(di6author : julieta g)(di6date : enero 20/06),
ant,6781.000,Debris Flow,,1999-04-08,Rainfall,Lluvias - Represamiento de quebrada,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,Samaria Nº1,Cll 34 Nº 56 - 44,Mid,6.167,-75.623,0.000,"0",(di6author : rsb)(di6date : 5/6/01),
ant,7809.000,Debris Flow,,2008-07-13,Rainfall,Lluvias - Intensas lluvias y cosntruccion de canal sobre la quebrada,El Colombiano,Valle de Aburrá,Itaguí,Samaria Nº1,Q. la Muñoz,Mid,6.167,-75.623,0.000,"0",Afectó adicionalemnte las obras de canaliziacion sobre la misma quebrada(di6author : edier)(di6date : 2008-07-15),
ant,1243.000,Landslide,,2005-10-09,Rainfall,Lluvias - A causa de lluvias ocurren deslizamientos y creciente de que,Bombero de Municipio de Itagüí,Valle de Aburrá,Itagüi,Itagüí,Vereda el Pedrega y barrios Los Zuletas y Villa Fátima,Mid,6.181,-75.616,0.000,"27",La información fue suministrada por el cuerpo de bomberos de itagüi (DI6Author : JNG DI6Date : 2005-10-24),
ant,1242.000,Landslide,,2005-10-08,Rainfall,Lluvias - Por lluvias fuerte de da ocurrencia de deslizamientos,Bomberos Municipio de Itagüi.,Valle de Aburrá,Itagüi,Itagüí,Sector el Rosario Villa Fátima Los Zuletas y Cruz,Mid,6.180,-75.612,0.000,"60",Con las fuertes lluvias y los deslizamientos tambien se generan el crecimiento de algunas quebrada que cruzan por los barrio señalados. (DI6Author : JNG DI6Date : 2005-10-24),
ant,6701.000,Landslide,,1999-02-17,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Loma de Los Zuleta,High,6.176,-75.614,0.000,"0",(di6author : rsb)(di6date : 5/6/01),
