bd,id,Tipo,Subtipo,Fecha,Detonante,DetonanDes,Fuente,Subregion,Municipio,Pueblo,Sitio,Incertidumb,Norte,Este,Fallecidos,Economicas,Notas,LinkFoto
ant,6738.000,Landslide,,1999-11-20,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,Vereda la Quiebra,High,6.057,-75.649,0.000,"4","La vivienda presentaba daños en la parte de atras; afectó la construcción a base de tablas y techo de zinc. existen además otras viviendas en alto riesgo.(di6author : rsb)(di6date : 8/11/01)",
ant,7680.000,Landslide,,2004-10-12,Rainfall,Deslizamiento - Altas lluvias deslizamiento,Unknown,Valle de Aburrá,Caldas,,Verda la Quiebra Caldas,High,6.057,-75.649,1.000,"0","Por altas lluvias se genró un deslizamiento e inundación con lodo; afectando 7 viviendas en forma grave y 15 en forma leve; se evacuaron 51 personas.(di6author : j. vanegas)(di6date : marzo 1 de 2)",
ant,7880.000,Landslide,,2011-09-24,Rainfall,Vendaval - La emergencia se registró al finalizar la tarde como consecu,El Colombiano,Valle de Aburrá,Caldas,,Vereda la Quiebra,High,6.057,-75.649,0.000,"0",(di6author : carolina mor)(di6date : 2011-09-27),
ant,7939.000,Landslide,,2016-11-01,Unknown,Deslizamiento - Vivienda afectada por laguna en la parte baja de la casa,Bomberos Caldas,Valle de Aburrá,Caldas,,Vereda la Quiebra sector Cachotes,High,6.057,-75.649,0.000,"0",Deslizamiento de vivienda por laguna,
ant,7941.000,Landslide,,2016-11-01,Anthropic,Deslizamiento - Se desprende un alud de tierra causando daños a una vivienda,Bomberos Caldas,Valle de Aburrá,Caldas,,La Quiebra sector el Reverso,High,6.057,-75.649,0.000,"0",Por fuertes lluvias se desprendimiento de un alud de tierra dañando una vivienda y el techo,
ant,7950.000,Landslide,,2016-12-09,Rainfall,Inundación - Inundación afecta vivienda en su parte superior con deslizam,Bomberos Caldas,Valle de Aburrá,Caldas,,Vereda la Quiebra,High,6.057,-75.649,0.000,"0","Vivienda afectada por talud, destruye parte de la cocina y el baño.",
ant,7898.000,Landslide,,2013-06-25,Anthropic,Error humano - Mala disposición de escombros en un botadero en las orillas,El Colombiano,Valle de Aburrá,Caldas,,Sector Los Lagos - Vereda la Salada parte Baja,Low,6.059,-75.629,0.000,"0","Represamiento del río medellín por deslizamiento de escombros sobre su lecho, que generó la alerta amarilla aguas abajo",
ant,8237.000,Landslide,,2021-05-02,Rainfall,,DAGRAN,Valle de Aburrá,Caldas,Sector El Botero,Escombrera La Granja,low,6.064,-75.633,0.000,"0","Escombrera La Granja, Caldas, donde las lluvias detonaron deslizamiento sobre el río Medellín, generando en la mañana represamiento parcial.",
ant,6452.000,Landslide,,1998-05-08,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,Primavera parte alta (Por Los Rures),High,6.072,-75.639,0.000,"6",(di6author : rsb)(di6date : 5/11/01),
ant,6453.000,Landslide,,1998-05-27,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,Primavera parte alta,High,6.072,-75.639,0.000,"8",(di6author : rsb)(di6date : 5/11/01),
ant,6736.000,Landslide,,1999-05-27,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,Primavera parte alta,High,6.072,-75.639,0.000,"4",(di6author : rsb)(di6date : 5/11/01),
ant,6739.000,Landslide,,1999-10-21,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,Vereda Primavera,High,6.072,-75.639,0.000,"0",En la parte de atras de muebles mavacor y el cual pone en peligro a 3 viviendas y a esta industria(di6author : rsb)(di6date : 8/11/01),
ant,6741.000,Landslide,,1999-06-07,Anthropic,Error humano - Aguas perdidas,Cole de Caldas,Valle de Aburrá,Caldas,,Vereda Primavera (Sector Santa Cruz),High,6.072,-75.639,0.000,"0",La fecha que aparece en la ficha es del día del reporte mas no la del evento (esta ultima no aparece) las viviendas en riesgo lindan con la qbda. la legía(di6author : rsb)(di6date : 8/11/01),
ant,6743.000,Landslide,,1999-10-24,Unknown,Desconocida,Cole de Caldas,Valle de Aburrá,Caldas,,Vereda Primavera,High,6.072,-75.639,0.000,"0",(di6author : rsb)(di6date : 8/11/01),
ant,7882.000,Landslide,,2012-05-04,Unknown,"Falla - La vivienda queda totalmente destruida, de forma inmediata","Concejo Municipal de Gestión del Riesgo, Municipio de Caldas",Valle de Aburrá,Caldas,,Primavera sector la y,High,6.072,-75.639,0.000,"2","Las personas no cuentan con empleo, lo que prioriza la necesidad de ayudas para que puedan construir sus viviendas.",
ant,4058.000,Landslide,,1987-08-03,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Caldas,,"Vía Primavera - Amagá; Km. 8",High,6.070,-75.635,0.000,"0",Se desconoce la causa,
ant,6460.000,Landslide,,1998-06-08,Unknown,Desconocida,Cole de Caldas Pero Hace Parte de Dapard,Valle de Aburrá,Caldas,,"Vereda Primavera; sobre la quebrada la Legía.",High,6.068,-75.637,0.000,"0","Movimiento de masa en la margen izquierda de la qbda. la legía; que agrietó una ladera de alta penndiente y embombó la base de la ladera; levantando el terreno y produciendo el agrietamiento y destrucción de una vivienda ubicada allí.(di6author : rs",
ant,6456.000,Landslide,,1998-11-23,Unknown,Desconocida,Cole de Caldas Pero Hace Parte de Dapard,Valle de Aburrá,Caldas,,"Vereda Potrerillo;Sobre la Margen Der. de Qbda.La Potrerillo",High,6.074,-75.668,0.000,"0",La fecha que aparece en la ficha es del día del reporte mas no la del evento (esta ultima no aparece) el movimiento de masa ocacionó la destrucción de la banca total de un tramo de la carretera que lleva a la escuela de la vereda y un tramo del acue b,
ant,7137.000,Landslide,,2000-01-07,Anthropic,Error humano - Mal manejo de aguas + invación,Clopad Caldas,Valle de Aburrá,Caldas,,Sector Verde la Valeria (Sector Canelos) y Plata,High,6.078,-75.660,0.000,"0",(di6author : jdc)(di6date : 2003/06/20),
ant,7616.000,Landslide,,2002-12-05,Rainfall,Lluvias - Lluvias + mal manejo de aguas,Clopad Caldas,Valle de Aburrá,Caldas,,Sector la Plata y la Valeria,High,6.078,-75.660,0.000,"0",(di6author : jdc)(di6date : 2003/06/20),
ant,5773.000,Landslide,,1995-10-07,Rainfall,Lluvias - Ola invernal,Cole de Caldas,Valle de Aburrá,Caldas,,Vereda la Clara (En un sector de Allí),High,6.049,-75.620,2.000,"0",Se presentaron varios deslizamientos pero todos juntos en ese mismo sector. en uno de estos deslizamientos se registró el desplome de una vivienda y allí perdieron la vida dos personas (una señora y una bebe)(di6author : rsb)(di6date : 3/11/01),
ant,6735.000,Landslide,,1999-10-07,Rainfall,Lluvias - Fuerte aguacero,Cole de Caldas,Valle de Aburrá,Caldas,,Vereda la Clara,High,6.049,-75.619,0.000,"0","En el sector la clara; se evaluaron 36 viviendas; encontrandose lo siguiente: 12 de ellas están sujetas a ser afectadas por deslizamientos. 11 se encuentran en riesgo de inundación y otras 11 en riesgo simultáneo de sufrir inundación y deslizamient(d",
ant,4431.000,Debris Flow,,1988-11-21,Rainfall,Lluvias - Desbordamiento de quebrada La Hueso,El Colombiano,Valle de Aburrá,Medellín,La Florida,"Cra . 80. por el Restaurante Zorba;Sector Estadio - Naranjal",Mid,6.206,-75.564,0.000,"0","Nota: En total las lluvias torrenciales del 22 y 23 de nov de 1988 dejó en Medellín 205 familias; 1200 personas afectadas; 4 muertos y 2 desaparecidos. Barrios afectados: Boston; Enciso; Los Angeles; Colinas de Enciso; Buenos Aires; Caicedo; Av. Orie l",
ant,8060.000,Landslide,,2018-10-10,Rainfall,Lluvias,Alcaldía de Envigado,Valle de Aburrá,Envigado,,"Vereda las Palmas, sector la Esperanza.",Low,6.177,-75.535,0.000,"24",Deslizamiento derriba un muro de contención artesanal que cae sobre las viviendas causando las afectaciones.,
ant,8447.000,Landslide,,2021-11-12,Rainfall,,DAGRD Medellín,Valle de Aburrá,Medellin,Vía las Palmas,Av palmas Km+08,Mid,6.198,-75.547,0.000,"0","Bomberos Medellín atentos a incidentes de ciudad, una máquina se encuentra en un movimiento en Masa en la Av palmas Km+08, se realiza el cierre de un carril debido a un desprendimiento de rocas.",
ant,1147.000,Landslide,,2004-04-24,Rainfall,Lluvias - Deslizamiento de talud del borde de la via,Prensa Local,Valle de Aburrá,Envigado,Las Palmas,Allto de las Palmas,Mid,6.195,-75.547,2.000,"0",(di6author : bcc di6date : 2004/05/7),
ant,1175.000,Landslide,,2004-10-23,Rainfall,Lluvias - Derrumbe que embalsó la quebrada la morgan,Adminsitración Municipal,Valle de Aburrá,Envigado,Las Palmas,Las Palmas,Mid,6.195,-75.547,0.000,"51",Apoyo del dapard con mercados por valor de $480.000 (di6author : luz dary di6date : 28-10-04),
ant,1511.000,Landslide,,2009-01-24,Rainfall,Vendaval,Dapard,Valle de Aburrá,Envigado,,Vía las Palmas,High,6.195,-75.547,1.000,"0",,
ant,1525.000,Landslide,,2008-12-31,Rainfall,Vendaval,Dapard,Valle de Aburrá,Envigado,,Yanante las Palmas,High,6.195,-75.547,1.000,"0",,
ant,7827.000,Landslide,,2009-01-24,Unknown,Desconocida - Movimiento en masa a las 11 a m  en talud recurrente pro movimentos en masa,El Colombiano,Valle de Aburrá,Envigado,,"Vía las Palmas; Km. 13+800",High,6.195,-75.547,0.000,"3",Volumen de aproximadamente 5.000 m3. tapono las via en lsodos sentidos.(di6author : edier)(di6date : 2009-1-26),
ant,7955.000,Landslide,,2009-01-24,Rainfall,Vendaval,Dapard,Valle de Aburrá,Envigado,,Vía las Palmas,High,6.195,-75.547,0.000,"0",,
ant,8239.000,Debris Flow,,2021-05-05,Rainfall,,El Colombiano,Valle de Aburrá,Medellín,Avenida Las Palmas,Kilómetro 10 a la altura de The New School,low,6.189,-75.547,0.000,"0","Avenida Las Palmas presenta cierre en ambos sentidos en el kilómetro 10 a la altura de The New School, por un fenómeno conocido como flujo de lodos por creciente súbitas de la quebradas La Volcana",
ant,8397.000,Landslide,,2021-08-29,Rainfall,,El Colombiano,Valle de Aburrá,Medellin,Via Las Palmas,km 11 + 200 de la vía Las Palmas,Low,6.191,-75.547,0.000,"0","Deslizamiento de tierra obstruyó el carril de descenso de la avenida Las Palmas.

El alud se produjo a la altura del kilómetro 11 + 200, cerca al colegio The New School, y no dejó personas fallecidas ni lesionadas.",
ant,7854.000,Landslide,,2010-11-07,Rainfall,Vendaval - Las aguas generaron el represamiento de varias quebradas del,El Colombiano,Valle de Aburrá,Medellín,El Poblado,"Kilómetro 8; Cerca a la Colegiatura.",Mid,6.209,-75.546,0.000,"0","Vía las palmas; afectado por un derrumbe tras las fuertes lluvias caídas en la tarde del lunes.(di6author : edier)(di6date : 2010-11-09)",
ant,7817.000,Debris Flow,,2008-08-25,Rainfall,Lluvias - Intensa lluvia de 30 movimiento en masa en 30 minutos a las 4 p m,El Colombiano,Valle de Aburrá,Medellín,Loreto,Quebrada no identificada,Mid,6.221,-75.552,0.000,"0",(di6author : edier)(di6date : 2008-08-27),
ant,2544.000,Landslide,,1971-02-02,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Medellín,,Carretera a las Palmas,High,6.215,-75.551,0.000,"0",Se desconoce la causa,
ant,2545.000,Landslide,,1971-02-06,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Medellín,,Carretera a las Palmas,High,6.215,-75.551,0.000,"0",Se desconoce la causa,
ant,2548.000,Landslide,,1971-03-21,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Medellín,,Carretera a las Palmas,High,6.215,-75.551,0.000,"0",Se desconoce la causa,
ant,3659.000,Landslide,,1985-09-30,Unknown,Desconocida - Se desconoce,Ingeominas,Valle de Aburrá,Medellín,,Vía las Palmas (El Peñasco),High,6.215,-75.551,0.000,"0",Se desconoce la causa,
ant,4447.000,Landslide,,1988-08-15,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Medellín,,"Vía a las Palmas; a Unos 200 Metros del Estadero el Peñasco",High,6.215,-75.551,3.000,"0",Se desconoce la causa los muertos eran tres menores de edad ficha actualizada con revisión personalizada de el periodico el colombiano en la u de a(di6date : 24/9/02),
ant,5808.000,Landslide,,1995-05-14,Rainfall,Lluvias - Fuerte aguacero,El Colombiano,Valle de Aburrá,Medellín,,Sector de las Palmas,High,6.215,-75.551,0.000,"0",Se desplomó una obra de construcción y resultaron heridos 3 obreros. nota1: la noticia de la cual se saca la información para esta ficha se encuentra en el periódico de el colombiano del 17 de mayo de 1995.(di6date : 29/9/02),
ant,7794.000,Landslide,,2008-05-25,Rainfall,Lluvias - Intensas lluvias que han azotado la region por frente humedo,Noticiero Hora 13,Valle de Aburrá,Medellín,Las Palmas,Km 13 Vía Medellín-Las Palmas,Mid,6.215,-75.558,0.000,"0","A lo largo de la vía se han presentado mas de13 movimientos en masa; este es el mas critico.(di6author : edier)(di6date : 2008-05-28)",
ant,2564.000,Landslide,,1974-01-06,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Medellín,,"Variante las Palmas; Cerca el Hotel Intercontinental",High,6.214,-75.557,0.000,"0",Se desconoce la causa,
ant,3144.000,Landslide,,1983-10-30,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Medellín,,Vía San Diego - Hotel Intercontinental,High,6.214,-75.557,0.000,"0",Se desconoce la causa,
ant,7825.000,Landslide,,2008-11-15,Rainfall,Lluvias - Deslizamiento-Flujo de lodos a la 5:45 a m,Amva,Valle de Aburrá,Medellín,Altos del Poblado,"Sector Cola del Zorro; Urb. Alto Verde",Low,6.204,-75.550,12.000,"0","Volumen del material 13 mil m3. entre las causas están aumento del nivel freático por lluvias en los últimos meses; mal manejo de aguas de reboce en un tanque de la parte alta; inestabilidad del talud e intervencion en la parte alta de la cuenca.(di6a",
ant,2789.000,Debris Flow,,1982-10-13,Unknown,Desconocida,Bomberos Medelin,Valle de Aburrá,Medellín,El Tesoro,Cll 2 Sur # 25-51A.,Mid,6.204,-75.555,0.000,"0",(di6author : rs)(di6date : 2002/12/23),
ant,6492.000,Landslide,,1998-10-22,Rainfall,Lluvias - Se desprendió tierra del talud,El Colombiano,Valle de Aburrá,Medellín,El Tesoro,Vía Loma del Tesoro entre la Glorieta y Palmas,Mid,6.204,-75.555,0.000,"0",(di6date : 3/10/02),
ant,8240.000,Debris Flow,,2021-05-05,Rainfall,,El Colombiano,Valle de Aburrá,Medellín,Centro comercial El Tesoro,Centro comercial El Tesoro,low,6.197,-75.558,0.000,"0","La Alcaldía reportó inundaciones en los parqueaderos y zonas comunes del centro comercial El Tesoro, el agua alcanzó hasta 25 centímetros de altura en las áreas inundadas. Desbordamiento de la quebrada La Escopetería",
ant,5020.000,Landslide,,1991-10-17,Anthropic,Error humano - Aguas perdidas que produjeron inestabilidad de los terrenos,El Colombiano,Valle de Aburrá,Medellín,El Poblado,"San Michel; Calle 11Sur con Cra 29D",Mid,6.188,-75.565,0.000,"0","* además hubo undimineto con reptación. el terreno se hundió 2 metros por debajo del nivel original; posiblemente las aguas perdidas provienen del acueducto de la zona; que se encargaron de inestabilizar el suelo. nota1: la noticia de donde se toma or",
ant,4646.000,Debris Flow,,1989-05-03,Rainfall,Lluvias - Desbordamiento de quebrada  La Volcana y la quebrada  La Aguacatala,El Colombiano,Valle de Aburrá,Medellín,Los Balsos Nº1,Transversales Superior e Inferior,Mid,6.187,-75.560,0.000,"0",Hubo pequeñas perdidas materiales(di6date : 27/9/02),
ant,8661.000,Landslide,,2022-10-27,Rainfall,,Guardianes Antioquia,Valle de Aburrá,Medellin,El Poblado,Transversal superior con calle 16A,Mid,6.184,-75.561,0.000,"0","De acuerdo con las autoridades, las lluvias de los últimos días en la ciudad y producto de la saturación de los terrenos, generaron un movimiento en masa sobre la carrera 25 que afectó el paso entre las calles 12A sur y 16A sur.",
ant,6479.000,Landslide,,1998-05-26,Rainfall,Lluvias - Fuerte y prolongado aguacero,El Colombiano,Valle de Aburrá,Medellín,Las Palmas,"En el sector Loma de Los Balsos;Calle 9Sur Cerca al Colegio*",Mid,6.192,-75.569,0.000,"0",* la enseñanza. nota: también se presentó hundimineto de la calzada. nota1: la noticia de la cual se extrae la anterior información se encuentra en el periódico de el colombiano del 29 de mayo de 1998.(di6date : 3/10/02),
ant,7792.000,Landslide,,2008-04-13,Anthropic,Error humano - Exacavación en la cosntruccion del centro comercial Santa Fé,El Colombiano,Valle de Aburrá,Medellín,El Castillo,,Mid,6.191,-75.573,0.000,"10","!0 obreros qeudaron sepultados; 8 de ellos fueron resctados inemdaitmanete y 2 fueron rescatados 2 hroas mas tarde sufriendo heridas menores.(di6author : edier)(di6date : 2008-04-15)",
ant,6847.000,Landslide,,1999-11-25,Rainfall,Lluvias - Ola invernal que ocasionó deslizamiento sobre la via en km 2,El Colombiano,Valle de Aburrá,Envigado,,"Vía Envigado- las Palmas; sitio el Farolito Hasta Lorena",High,6.143,-75.524,0.000,"0",(di6date : 9/10/02),
ant,8053.000,Landslide,,2018-05-10,Rainfall,Lluvias,El Colombiano,Valle de Aburrá,Envigado,,"Sector la María, Vía a el Escobero",High,6.130,-75.551,0.000,"0","Cerrado por más de seis horas . el sitio está ubicado cerca a la y, donde la carretera se divide en las calzadas de descenso y de ascenso.",
ant,8074.000,Landslide,,2019-05-25,Rainfall,Lluvias - El deslizamiento se habría provocado debido al mal manejo de,Telemedellín,Valle de Aburrá,Envigado,,"Vereda la Esperanza, sector el Hueco",High,6.141,-75.537,0.000,"50","No hubo personas lesionadas, pero sí pérdidas materiales y siete mascotas atrapadas",
ant,7677.000,Landslide,,2004-10-25,Rainfall,Deslizamiento - Altas lluvias y deslizamiento,Periódico El Mundo,Valle de Aburrá,Envigado,,Quebrada la Morgan,High,6.157,-75.534,0.000,"51",(di6author : j. vanegas)(di6date : marzo 1 de 2),
ant,6748.000,Landslide,,1999-11-14,Rainfall,Lluvias - Después de un intenso periodo climático de lluvias,Corantioquia,Valle de Aburrá,Envigado,,"Carretera Envigado - Alto de las Palmas; paraje la María; *",High,6.154,-75.538,0.000,"0","* absiza k 2+000; a una altura sobre el nivel del mar de 2020 mts. en el informe solo aparece que el movimento de masa ocurrió a mediados del mes de noviembre de 1999 (por eso en fecha se coloca 15 de noviembre; pero no es exacta) el movimiento tie ura",
ant,7952.000,Landslide,,2004-04-24,Rainfall,Lluvias,Prensa Local,Valle de Aburrá,Envigado,,Alto de las Palmas,High,6.154,-75.538,0.000,"0",Apoyo del dapard con mercados por valor de $480.000,
ant,8316.000,Landslide,,2021-06-10,Rainfall,,Secretaría de Movilidad de Medellín,Valle de Aburrá,Medellin,Vereda El Placer,km 14+200 (El Silletero),Mid,6.229,-75.502,0.000,"0","Se realiza cierre en la Vía a Santa Elena, a la altura de los kilómetros 5+100 (Bocana) y 14+200 (El Silletero), por desprendimiento de rocas en el kilómetro 11+200.",
ant,4439.000,Landslide,,1988-12-18,Rainfall,Lluvias - Aguas perdidas y falla geologica (reptación de terreno),El Colombiano,Valle de Aburrá,Medellín,,Corregimiento de Santa Elena,High,6.210,-75.499,0.000,"0",Deslizamiento en el km. 4 de la vía medellín - sta elena. la vía quedó fuera de servicio por ese dia. en el momento del evento se está pasando por un intenso periodo de lluvias(di6date : 26/9/02),
ant,8255.000,Landslide,,2021-05-06,Unkown,,El Colombiano,Valle de Aburrá,Santa Elena,Santa Elena,kilómetro 11+200 Vía Santa Elena,high,6.206,-75.492,0.000,"0","Vía Santa Elena presenta cierre total por derrumbe en el primer mirador, km12+200.",
ant,2343.000,Debris Flow,,2006-10-01,Rainfall,Lluvias - Avenida torrencial de la quebrada La Iguaná,Amva,Valle de Aburrá,Medellín,Barrio Colombia,Q. la Iguaná,Mid,6.227,-75.574,9.000,"2500",Este evento destruyó el poblado de aná(di6author : edier aristi)(di6date : 02/10/06),
ant,7736.000,Landslide,,2007-05-07,Rainfall,"Lluvias - Deslizamiento de tierra generado por las fuertes lluvias;",El Colombiano,Valle de Aburrá,Medellín,La Francia,Cr 47D sector Denominado el Hueco,Mid,6.248,-75.567,0.000,"0",*en zona de alto riesgo donde el simpad habia ordenado su evacuación en días anteriores al evento(di6author : julieta g)(di6date : mayo 9/07),
ant,1221.000,Landslide,,2008-02-20,Rainfall,Lluvias - Deslizamiento por lluvias,Alcalde,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se entregaron 130 colchonetas para apoyar a los damnificados (DI6Author : PABLO DI6Date : 2008 02 28),
ant,1820.000,Debris Flow,,2011-06-04,Rainfall,Vendaval,P,Valle de Aburrá,Medellín,,Nor-Oriental,High,6.248,-75.566,0.000,"80",,
ant,2016.000,Landslide,,2013-05-18,Unknown,Deslizamiento,Reporte Dagrd,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",,
ant,2036.000,Landslide,,2013-05-22,Rainfall,Lluvias,Reporte Cmgrd,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"500",,
ant,2432.000,Debris Flow,,1950-08-03,Unknown,Otra causa - Otra causa,Bdod-00521,Valle de Aburrá,Medellín,,B.S.Bernar,High,6.248,-75.566,2.000,"0",Viviendas afectadas sin cuantificar,
ant,2434.000,Debris Flow,,1950-06-07,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,"Centro de la Ciudad; quebrada Santa Helena",High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2435.000,Debris Flow,,1950-08-16,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2437.000,Debris Flow,,1950-10-15,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2441.000,Debris Flow,,1951-04-30,Unknown,Desconocida,Bdod-00552-Ing.,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",,
ant,2442.000,Debris Flow,,1951-05-01,Unknown,Otra causa - Otra causa,Bdod-00553-Ing.,Valle de Aburrá,Medellín,,,High,6.248,-75.566,2.000,"0",,
ant,2443.000,Debris Flow,,1951-11-26,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2444.000,Debris Flow,,1951-02-05,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2446.000,Debris Flow,,1952-11-14,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2447.000,Landslide,,1951-02-18,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2449.000,Debris Flow,,1953-05-09,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2450.000,Debris Flow,,1953-09-12,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2451.000,Debris Flow,,1953-09-17,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2452.000,Debris Flow,,1953-10-25,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2453.000,Landslide,,1954-07-01,Unknown,Otra causa - Otra causa,Bdod-00621,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Viviendas afectadas sin cuantificar,
ant,2454.000,Debris Flow,,1954-04-21,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2458.000,Debris Flow,,1955-07-03,Unknown,Desconocida,Bdod-00677,Valle de Aburrá,Medellín,,,High,6.248,-75.566,2.000,"0",,
ant,2459.000,Debris Flow,,1955-04-23,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2460.000,Debris Flow,,1955-10-10,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,Estadio Atanasio Girardot,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2463.000,Debris Flow,,1955-04-06,Unknown,Otra causa - Otra causa,Ing.,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",,
ant,2471.000,Landslide,,1955-10-27,Unknown,Desconocida,Ingeominas,Valle de Aburrá,Medellín,,Media Luna,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2476.000,Debris Flow,,1959-01-19,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2477.000,Debris Flow,,1959-02-28,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2478.000,Debris Flow,,1959-03-19,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2479.000,Debris Flow,,1959-06-30,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2480.000,Debris Flow,,1959-07-30,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2481.000,Debris Flow,,1959-08-25,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2483.000,Landslide,,1960-01-25,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Medellín,,,High,6.248,-75.566,1.000,"0",Se desconoce la causa,
ant,2487.000,Debris Flow,,1963-10-06,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2490.000,Debris Flow,,1964-10-12,Unknown,Otra causa - Otra causa,Bdod-19075,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Viviendas afectadas sin cuantificar,
ant,2493.000,Debris Flow,,1965-02-27,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2498.000,Debris Flow,,1966-11-25,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2501.000,Landslide,,1966-05-23,Unknown,Desconocida,Ingeominas,Valle de Aburrá,Medellín,,,High,6.248,-75.566,1.000,"0","Se desconoce la causa en la base de datos de ingeominas para este reporte no muestra ningun sitio; tan solo hablan del tipo de evento y sus efectos...¿?",
ant,2504.000,Debris Flow,,1967-05-02,Unknown,Otra causa - Otra causa,Bdod-20106,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",,
ant,2505.000,Debris Flow,,1967-05-09,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,Santa Helena,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2506.000,Debris Flow,,1967-05-13,Unknown,Otra causa,El Colombiano,Valle de Aburrá,Medellín,,,High,6.248,-75.566,0.000,"0",Se desconoce la causa,
ant,2508.000,Debris Flow,,1967-04-19,Unknown,Desconocida,Ingeominas,Valle de Aburrá,Medellín,,Quebrada Santa Helena,High,6.248,-75.566,2.000,"0",Se desconoce la causa,
ant,2510.000,Debris Flow,,1968-10-17,Unknown,Otra causa - Otra causa,Bdosso,Valle de Aburrá,Medellín,,"B.Manrique;Camp Vald",High,6.248,-75.566,5.000,"0",,
