OBJECTID_1,FID,OBJECTID,bd,id,Tipo,Fecha,Detonante,DetonanDes,Fuente,Subregion,Municipio,Pueblo,Sitio,Incertidum,Norte,Este,Fallecidos,Economicas,Notas
2440,"2440","2440",ant,"6152",Landslide,,Anthropic,Error humano - Falta de control aguas lluvias,Simpad,Valle de Aburrá,Medellín,El Pesebre,calle 57 Nº 83-93,Mid,6.271935000000000,-75.598901999999995,"0","0",La ficha no habla mas del evento. deslizamiento en la parte trasera de una vivienda con daño en el techo e inundación.
2441,"2441","2441",ant,"6371",Landslide,,Anthropic,Error humano - Debido a un banqueo en la parte posterior de la vivienda,Bomberos Medellín,Valle de Aburrá,Medellín,El Pesebre,Calle 57 B Apto 118,Mid,6.272805000000000,-75.612042000000002,"0","0",(di6author : rs)(di6date : 4/02/03)
2442,"2442","2442",ant,"6967",Landslide,,Anthropic,Error humano - Antrópica - Mal manejo en la parte superior de la talud,Simpad,Valle de Aburrá,Medellín,El Pesebre,Carrera 83 No.57-65,Mid,6.271872000000000,-75.598860000000002,"0","0",- quedó afectada la cocina y el techo (se hundió). - la ficha técnica tiene como consecutivo el no.612(di6author : am)(di6date : 26/03/03)
2443,"2443","2443",ant,"7299",Landslide,,Rainfall,Lluvias - Lluvias caídas en las últimas horas y no manejadas,Simpad,Valle de Aburrá,Medellín,El Pesebre,Calle 59 No.80-228 (104),Mid,6.272280000000000,-75.596191000000005,"0","0",- la vivienda debe ser evacuada. - el nivel de riesgo es alto. - la ficha técnica tiene como consecutivo el no.370(di6author : am)(di6date : 03/03/03)
2444,"2444","2444",ant,"7300",Landslide,,Rainfall,Lluvias - Lluvias sumado al banqueo del talud,Simpad,Valle de Aburrá,Medellín,El Pesebre,Carrera 83 No.57-61/55,Mid,6.271816000000000,-75.598836000000006,"0","0",- el nivel de riesgo es alto. - la ficha técnica tiene como consecutivo el no.179(di6author : am)(di6date : 03/03/03)
2445,"2445","2445",ant,"7964",Landslide,,Unknown,Desconocida - La fiscalía determinará la responsabilidad de lo sucedido,Telemedellín,Valle de Aburrá,Medellín,El Pesebre,,Mid,6.268909000000000,-75.601901999999995,"1","0",
2446,"2446","2446",ant,"3503",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Calazans Parte Alta,Barrio Calazans parte alta/ Clle 52C Nº 87 - 42,Mid,6.268827000000000,-75.601355999999996,"0","0",(di6author : rs)(di6date : 19/01/03)
2447,"2447","2447",ant,"4108",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Calazans Parte Alta,Calle 54 a con Cra. 83,Mid,6.269142000000000,-75.599001999999999,"0","0",(di6author : rs)(di6date : 12/02/03)
2448,"2448","2448",ant,"5716",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Calazans Parte Alta,"Cra 83 con Calle 57; Calazans parte Alta.",Mid,6.271403000000000,-75.598825000000005,"0","4",Una residencia afectada y evacuada.(DI6Author : RS)(DI6Date : 18/02/03)
2449,"2449","2449",ant,"6712",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Calazans Parte Alta,Callazans parte Alta. Calle 54 Nº 83 - 83,Mid,6.269734000000000,-75.599221999999997,"0","0",(di6author : rs)(di6date : 4/02/03)
2450,"2450","2450",ant,"7103",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Calazans Parte Alta,Calazans parte Alta. Cra. 83 Nº 57 - 62,Mid,6.271944000000000,-75.598811999999995,"0","0",(di6author : rs)(di6date : 5/02/03)
2451,"2451","2451",ant,"8446",Landslide,,Rainfall,,DAGRD Medellín,Valle de Aburrá,Medellin,Barrio El Pesebre,Cr 86 con calle 57,Low,6.271000000000000,-75.599000000000004,"0",,"Unidades bomberiles atienden desde esta mañana un movimiento en masa en Cra. 83 con Cl. 57; El Pesebre. 

Se recomendó la evacuación preventiva de tres viviendas en la zona inferior y una en la zona superior, para salvaguardar la vida de 11 adultos"
2452,"2452","2452",ant,"3967",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Ferrini,Calle 56 con la Cra. 82A,Mid,6.270955000000000,-75.597999000000002,"0","10",(di6author : rs)(di6date : 22/01/03)
2453,"2453","2453",ant,"4121",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Ferrini,Cll 59 con Cr 81.,Mid,6.271790000000000,-75.596177999999995,"0","0",(di6author : r.s)(di6date : 2003/01/22)
2454,"2454","2454",ant,"4309",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Ferrini,Calle 54 a con Cra. 83,Mid,6.269145000000000,-75.599007999999998,"0","0",(di6author : rs)(di6date : 12/02/03)
2455,"2455","2455",ant,"4492",Landslide,,Anthropic,Error humano - Mal manejo de construcción en la parte superior a esta casa,Bomberos Medellín,Valle de Aburrá,Medellín,Ferrini,Calle 59A con Cra. 80A (Con Nº 80A - 171),Mid,6.272094000000000,-75.595346000000006,"0","0",(di6author : rs)(di6date : 24/01/03)
2456,"2456","2456",ant,"4797",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Ferrini,Calle 57 con Cra 82 a,Mid,6.271739000000000,-75.597959000000003,"0","0",(di6author : rs)(di6date : 12/02/03)
2457,"2457","2457",ant,"5416",Landslide,,Rainfall,Lluvias,Bomberos Medellín,Valle de Aburrá,Medellín,Ferrini,Calle 57 C Nº 82 Aa - 52,Mid,6.272283000000000,-75.599338000000003,"0","0",(di6author : rs)(di6date : 3/02/03)
2458,"2458","2458",ant,"5571",Landslide,,Unknown,Desconocida,Simpad,Valle de Aburrá,Medellín,Ferrini,Calle 59A X Carrera 80A. Asentamiento Jardín Robledo,Mid,6.272099000000000,-75.595357000000007,"0","5",- el deslizamiento destruyó totalmente la casa con no.80a-97. - se debe demoler dos viviendas que están en la corona del talud.(di6author : am)(di6date : 13/02/03)
2459,"2459","2459",ant,"7486",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Ferrini,Calle 58B con Cra. 85D,Mid,6.273712000000000,-75.600429000000005,"0","0",(di6author : rs)(di6date : 5/02/03)
2460,"2460","2460",ant,"3797",Landslide,,Rainfall,Lluvias - Ola invernal,Bomberos Medellín,Valle de Aburrá,Medellín,Robledo,Calle 65 con Cra 89.,Mid,6.277543000000000,-75.598455000000001,"0","0","Deslizamiento de talud; sobre la cra 89.(DI6Author : RS)(DI6Date : 07/02/03)"
2461,"2461","2461",ant,"4310",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Robledo,Calle 61 con Cra. 83,Mid,6.273027000000000,-75.596221000000000,"0","0",Se recomendo evacuar a 3 personas de una residencia(DI6Author : RS)(DI6Date : 12/02/03)
2462,"2462","2462",ant,"4715",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Robledo,Calle 65C Nº 91 - 23,Mid,6.280671000000000,-75.599525000000000,"0","0",(di6author : rs)(di6date : 26/01/03)
2463,"2463","2463",ant,"5434",Landslide,,Anthropic,Error humano - Por represamiento de aguas,Bomberos Medellín,Valle de Aburrá,Medellín,Robledo,Robledo - el Cucaracho. Calle 64 Nº 94C - 135,Mid,6.281563000000000,-75.606966999999997,"0","0",(di6author : rs)(di6date : 3/02/03)
2464,"2464","2464",ant,"5802",Landslide,,Rainfall,Lluvias,El Colombiano,Valle de Aburrá,Medellín,Robledo,,Mid,6.277148000000000,-75.596822000000003,"0","0",Se evacuaron 8 vivendas temporalmente por la amenaza de un deslizamiento. nota1: la noticia de la cual se saca la información para esta ficha se encuentra en el periódico de el colombiano del 22 de agosto de 1995.(di6date : 30/9/02)
2465,"2465","2465",ant,"5820",Landslide,,Rainfall,Lluvias - También está la filtración de aguas de nacimiento de una,Simpad,Valle de Aburrá,Medellín,Robledo,Carrera 98 No.63-196 Int. 114. sector Cucaracho,Mid,6.281438000000000,-75.608981000000000,"0","0",(*) finca aledaña.(di6author : am)(di6date : 18/02/03)
2466,"2466","2466",ant,"5932",Landslide,,Anthropic,Error humano - Por aguas perdidas,Bomberos Medellín,Valle de Aburrá,Medellín,Robledo,Robledo las Margaritas. Cra 109A con Calle 62,Mid,6.274258000000000,-75.618334000000004,"0","3",(di6author : rs)(di6date : 4/02/03)
2467,"2467","2467",ant,"6204",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Robledo,Robledo el Cucaracho. Cra 92 con Calle 65,Mid,6.282140000000000,-75.600038999999995,"0","0",(di6author : rs)(di6date : 4/02/03)
2468,"2468","2468",ant,"6315",Landslide,,Anthropic,Error humano - Realización de corte de talud por parte de constructora,Simpad,Valle de Aburrá,Medellín,Robledo,Carrera 89A X Calle 77A,Mid,6.283379000000000,-75.592533000000003,"0","0",(constructora barrios de jesus) - se evacuaron las casas afectadas. - del evento se tienen informes y fichas técnicas -- el nivel de riesgo es alto. - la ficha técnica tiene como consecutivo el no.667(di6author : am)(di6date : 27/02/03)
2469,"2469","2469",ant,"6429",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Robledo,Calle 58 a Nº85-105,Mid,6.272986000000000,-75.598117999999999,"0","0",(di6author : rs)(di6date : 20/02/03)
2470,"2470","2470",ant,"6576",Landslide,,Anthropic,"Error humano - Banqueos; nivel freático muy superficial; plataneras",Simpad,Valle de Aburrá,Medellín,Robledo,Cra. 98 a -Nº 62 - 70/54. el Porvenir,Mid,6.277895000000000,-75.608583999999993,"0","0","De este problema ya hay muchos informes de los cuales las dos casas se han recomendado evacuar. es alto el peligro causado por el hecho de grandes deslizamientos; flujos de lodo y permanente saturación del suelo por nivel freático muy superficial;e lat"
2471,"2471","2471",ant,"6577",Landslide,,Rainfall,Lluvias - Invierno fuerte debilitó el talud,Simpad,Valle de Aburrá,Medellín,Robledo,Cra. 98 a Nº 62 - 10. Robledo - el Porvenir,Mid,6.277002000000000,-75.608474999999999,"0","0","En la parte trasera se vino un muro en bloques a todo lo largo de la vivenda; peligrando la misma; este se recostó a las paredes de la casa; puede tumbarla(DI6Author : RS)(DI6Date : 2/4/03)"
2472,"2472","2472",ant,"6578",Landslide,,Unknown,Desconocida,Simpad,Valle de Aburrá,Medellín,Robledo,Carrera 98A Nº 62 - 54,Mid,6.277503000000000,-75.608410000000006,"0","0","Nuevamente se reporta en este año la situación de la cra. 98 y 98 a con calle 62; con un deslizamiento grande; activo a manera de flujo de escombros que se manifiesta con afloración de aguas limpias y un serio peligro para al menos 20 casas(DI6Author"
2473,"2473","2473",ant,"7824",Landslide,,Rainfall,Lluvias - Movimiento en masa a la 1 a m,Hora 13,Valle de Aburrá,Medellín,Robledo,El Pesebre,Mid,6.268952000000000,-75.601945000000001,"0","0",(di6author : edier)(di6date : 2008-10-25)
2474,"2474","2474",ant,"7899",Landslide,,Rainfall,"Lluvias - Ladera inestable saturada con agua por las intensas lluvias,",El Colombiano,Valle de Aburrá,Medellín,Robledo,Sector Villa Sofía,Mid,6.293182000000000,-75.588386000000000,"0","0","Inestabilidad del terreno que obligó a evacuar en forma definitiva 12 viviendas, unas 60 personas, por daños estructurales e inminente riesgo de desplome."
2475,"2475","2475",ant,"7915",Landslide,,Anthropic,Error humano - Construcción antitécnica desestabiliza talud y las fuertes l,El Mundo,Valle de Aburrá,Medellín,Robledo,Sector Villa Sofía,Mid,6.293182000000000,-75.588386000000000,"0","0","Deslizamiento afecto severamente seis viviendas que debieron ser evacuadas, afectando aproximadamente a 40 personas"
2476,"2476","2476",ant,"5532",Landslide,,Anthropic,Error humano - Daño en el tubo madre del acueducto,Simpad,Valle de Aburrá,Medellín,Palenque,Calle 76 X Carrera 90B,Mid,6.283962000000000,-75.594994999999997,"0","0",(di6author : am)(di6date : 11/02/03)
2477,"2477","2477",ant,"8602",Landslide,,Rainfall,,DAGRD Medellín,Valle de Aburrá,Medellin,Barrio Robledo,sector El Porvenir,Mid,6.280665000000000,-75.595050000000001,"0","0","Desplome de árbol sobre vía pública por movimiento masa en el sector El Porvenir, comuna 7 - Robledo."
2478,"2478","2478",ant,"8471",Landslide,,Rainfall,,Guardianes Antioquia,Valle de Aburrá,Medellin,Barrio La Aurora,Calle 63 ae 117 F 45,Low,6.280000000000000,-75.622000000000000,"0","0","Deslizamiento reportado en la Calle 63 ae 117 F 45, Bloque 8 apartamento 9804 derecho, Barrio la aurora etapa 1."
2479,"2479","2479",ant,"6251",Landslide,,Anthropic,Otra causa - Fuga permanente de aguas de alcantarillado,Simpad,Valle de Aburrá,Medellín,Pajarito,Calle 64 No.98-38. el Cucaracho,Mid,6.282001000000000,-75.609564000000006,"0","0",- el nivel de riesgo es medio. - la ficha técnica tiene como consecutivo el no.377(di6author : am)(di6date : 27/02/03)
2480,"2480","2480",ant,"5210",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Santa Margarita,Cra. 109B Nº 62 Ac - 71,Mid,6.275766000000000,-75.619253999999998,"0","0",(di6author : rs)(di6date : 3/02/03)
2481,"2481","2481",ant,"5295",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Santa Margarita,"Robledo; las Margaritas",Mid,6.275144000000000,-75.616507999999996,"0","0",(di6author : rs)(di6date : 17/02/03)
2482,"2482","2482",ant,"5548",Landslide,,Rainfall,Lluvias - Empuje de los taludes por saturación ante la ola invernal,Simpad,Valle de Aburrá,Medellín,Santa Margarita,Carrera 108 No.62-46. Caño las Margaritas,Mid,6.274780000000000,-75.617575000000002,"0","8","- el nivel de riesgo es alto. - al igual que el deslizamiento se presentó; desplome de muro y caída de roca sobre el cauce del caño.(di6author : am)(di6date : 12/02/03)"
2483,"2483","2483",ant,"6141",Landslide,,Rainfall,Lluvias - Varios deslizamientos de magnitud considerable,Simpad,Valle de Aburrá,Medellín,Santa Margarita,Invación Olaya Herrera,Mid,6.274311000000000,-75.607814000000005,"0","0","Hacia las 3 de la mañana se presentaron gran cantidad de deslizamientos de considerable magnitud ; estos debido a la sobresaturación del suelo por los fuertes aguaceros de la ola invernal y las altas pendientes del lugar."
2484,"2484","2484",ant,"6260",Landslide,,Anthropic,"Error humano - Descontrol de aguas de escorrentía;incumplimiento del retiro",Simpad,Valle de Aburrá,Medellín,Santa Margarita,Carrera 105D No.60C-106,Mid,6.274628000000000,-75.614245999999994,"0","0",- el deslizamiento afecta suelo de soporte de la vivienda. - el nivel de riesgo es alto. - la ficha técnica tiene como consecutivo el no.752(di6author : am)(di6date : 27/02/03)
2485,"2485","2485",ant,"5637",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Cucaracho,"Cra 98 a con Calle 62; sector el Porvenir.",Mid,6.277280000000000,-75.608581000000001,"0","0",Se ordenó evacuar.(DI6Author : RS)(DI6Date : 19/02/03)
2486,"2486","2486",ant,"6049",Landslide,,Unknown,Otra causa - Por aguas perdidas,Bomberos Medellín,Valle de Aburrá,Medellín,Cucaracho,Cra 98 con Calle 63,Mid,6.279530000000000,-75.608766000000003,"0","0",(di6author : rs)(di6date : 19/02/03)
2487,"2487","2487",ant,"4356",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Medellín,Cerro El Volador,Calle 66 con Cra 74 C,Mid,6.268195000000000,-75.586106000000001,"0","0",Se notificó peligro y evacuar la residencia.(DI6Author : RS)(DI6Date : 12/02/03)
2488,"2488","2488",ant,"6261",Landslide,,Anthropic,"Error humano - Banqueo; descontrol de aguas de escorrentía",Simpad,Valle de Aburrá,Medellín,Cerro El Volador,Calle 59 No.65-34 Int.188,Mid,6.260025000000000,-75.580747000000002,"0","0",- se debe evacuar la vivienda (rancho) ubicada encima del talud. - el nivel de riesgo es alto. - la ficha técnica tiene como consecutivo el no.362(di6author : am)(di6date : 27/02/03)
2489,"2489","2489",ant,"6574",Landslide,,Anthropic,"Error humano - Banqueo sin obra de contensión; no manejo de aguas; cafetale",Simpad,Valle de Aburrá,Medellín,Cerro El Volador,Calle 71 Nº 65 - 131,Mid,6.270296000000000,-75.577295000000007,"0","0","Deslizamiento superficial de una capa de suelo residual y material orgánico; con un espesor aprox. a los 2 mts; el cual se depositó sobre el solar de la casa(DI6Author : RS)(DI6Date : 2/4/03)"
2490,"2490","2490",ant,"6575",Landslide,,Rainfall,"Lluvias - Invierno;Además no hay ningún manejo de aguas;cultivo inadec",Simpad,Valle de Aburrá,Medellín,Cerro El Volador,Calle 71 Nº 65 - 131,Mid,6.270296000000000,-75.577295000000007,"0","0","Deslizamiento en forma de colada de fango hacia el solar de la casa de juan. b. castaño; proveniente de lote vecino (cafetal) ubicado en el cerro el volador nota: ya es segunda visita; ya hay ficha.(DI6Author : RS)(DI6Date : 3/4/03)"
2491,"2491","2491",ant,"7333",Landslide,,Unknown,Otra causa - Desestabilización del talud,Simpad,Valle de Aburrá,Medellín,Cerro El Volador,Calle 71 Nº 65 - 131,Mid,6.270296000000000,-75.577295000000007,"0","0",(di6author : jdc)(di6date : 2003/03/14)
2492,"2492","2492",ant,"7906",Landslide,,Rainfall,La niña - Evento por saturación de agua en el suelo durante el citado,El Colombiano,Valle de Aburrá,Copacabana,,Vereda el Rodeo,Low,6.376387000000000,-75.489059999999995,"0","0",Perdida de circulación por un carril y afectación de los dos restantes por presencia de escombros sobre la vía y pérdida de banca. afectación a parque recreativo por amenaza de deslizamiento.
2493,"2493","2493",ant,"6244",Landslide,,Unknown,Desconocida,Carpeta del Comité de Emergencias *,Valle de Aburrá,Copacabana,La Asunción Parte Alta,Clle 49 con Cr 56,Mid,6.345149000000000,-75.511230999999995,"0","20",* = pero hechos por defensa civil el reporte no especifica si el evento anteriormente mensionado de dio en el barrio la asunción parte alta o baja(di6author : rsb)(di6date : 21/06/01)
2494,"2494","2494",ant,"8414",Landslide,,Rainfall,,El Colombiano,Valle de Aburrá,Copacabana,Sector  El Vivero,"kilómetro 8 + 500 , Autopista Norte.",Low,6.353300000000000,-75.502799999999993,"0","0","La vía entre Medellín y la Costa Atlántica está taponada en inmediaciones del municipio antioqueño de Copacabana, debido a un derrumbe ocurrido en la madrugada de este lunes 11 de octubre."
2495,"2495","2495",ant,"1340",Landslide,,Rainfall,Lluvias,Secretario de Infraestructura,Valle de Aburrá,Copacabana,,Quebrada Arriba parte alta,High,6.358302000000000,-75.504907000000003,"0","0",El dapard realizó visita técnica del geólogo william gómez el pasado jueves 24 de mayo de 2007 adicional apoyó con 15 mercados 15 aseo 15 cocina 40 colchonetas y 40 frazadas (di6author : di6date : )
2496,"2496","2496",ant,"1832",Landslide,,Rainfall,Vendaval,Rad 098990,Valle de Aburrá,Copacabana,,Varias,High,6.358302000000000,-75.504907000000003,"0","140",
2497,"2497","2497",ant,"1937",Landslide,,Rainfall,Lluvias,Reporte Clopad,Valle de Aburrá,Copacabana,,,High,6.358302000000000,-75.504907000000003,"0","91",
2498,"2498","2498",ant,"2148",Landslide,,Unknown,Desconocida,Dapard,Valle de Aburrá,Copacabana,,,High,6.358302000000000,-75.504907000000003,"0","0",El evento deja una persona afectada.
2499,"2499","2499",ant,"2466",Landslide,,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Copacabana,,Ancón,High,6.383299000000000,-75.500040999999996,"0","0",Se desconoce la causa
2500,"2500","2500",ant,"2467",Landslide,,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Copacabana,,Ancón,High,6.383299000000000,-75.500040999999996,"0","0",Se desconoce la causa
2501,"2501","2501",ant,"2468",Landslide,,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Copacabana,,Ancón,High,6.383299000000000,-75.500040999999996,"0","0",Se desconoce la causa
2502,"2502","2502",ant,"2524",Landslide,,Unknown,Otra causa - Otra causa,Bdod-20239,Valle de Aburrá,Copacabana,,,High,6.358302000000000,-75.504907000000003,"7","0",
2503,"2503","2503",ant,"4628",Landslide,,Unknown,Desconocida,Carpeta del Comité de Emergencias,Valle de Aburrá,Copacabana,,V. Sabaneta (Antigua Escuela),High,6.349492000000000,-75.479290000000006,"0","20",Asentamiento. existe un desnivel del piso de 70 cm y una amplitud de grieta de 40 cm(di6author : rsb)(di6date : 21/06/01)
2504,"2504","2504",ant,"4659",Landslide,,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Copacabana,,,High,6.358302000000000,-75.504907000000003,"0","0",Se desconoce la causa
2505,"2505","2505",ant,"5983",Landslide,,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Copacabana,,Vereda la Montañita,High,6.344420000000000,-75.498310000000004,"1","0",Una vivenda quedo muy averiada(DI6Author : RS)(DI6Date : 20/02/03)
2506,"2506","2506",ant,"6241",Landslide,,Unknown,Desconocida,Carpeta del Comité de Emergencias,Valle de Aburrá,Copacabana,Yarumito,En la Carrera 53C,Mid,6.339821000000000,-75.507284999999996,"0","0",* = pero hecho por la defensa civil(di6author : rsb)(di6date : 21/06/01)
2507,"2507","2507",ant,"6242",Landslide,,Unknown,Desconocida,Carpeta del Comité de Emergencias,Valle de Aburrá,Copacabana,,Vereda la Montañita,High,6.344420000000000,-75.498310000000004,"1","13",(di6author : rsb)(di6date : 21/06/01)
2508,"2508","2508",ant,"6243",Landslide,,Unknown,Desconocida,Carpeta del Comité de Emergencias,Valle de Aburrá,Copacabana,,,High,6.358302000000000,-75.504907000000003,"0","23",La fecha que aparece es la del informe y no la del evento el deslizamiento además de los daños anteriores desvió la corriente de la quebrada esta está comiendo los muros del puente que ya está reventando en esta vereda se dieron varios deslizamien l
2509,"2509","2509",ant,"6443",Landslide,,Unknown,Desconocida,Carpeta del Comité de Emergencias *,Valle de Aburrá,Copacabana,,Autopista Medellín - Bogotá a la altura del Tunel,High,6.327707000000000,-75.517617000000001,"0","14",* = pero el informe fue realizado por el cuerpo voluntario de bomberos de copacabana(di6author : rsb)(di6date : 21/06/01)
2510,"2510","2510",ant,"6445",Landslide,,Unknown,Desconocida,Carpeta del Comité de Emergencias *,Valle de Aburrá,Copacabana,,Vereda Yarumito,High,6.339457000000000,-75.506461000000002,"0","0",* = pero es informe de la policia de copacabana(di6author : rsb)(di6date : 21/06/01)
2511,"2511","2511",ant,"7215",Landslide,,Unknown,Otra causa - Desgaste de los gaviones por su antigüedad,Secretaría de Desarrollo Copacabana,Valle de Aburrá,Copacabana,,Entrada por la Carrilera,High,6.358302000000000,-75.504907000000003,"0","9",(di6author : jdc)(di6date : 2003/06/20)
2512,"2512","2512",ant,"7743",Landslide,,Rainfall,Lluvias - Deslizamiento en la parte alta de la vereda,Amva y El Colombiano,Valle de Aburrá,Copacabana,,Sector Rancho de Lata Kilómetro 15 de la Autopista Medellín*,High,6.326633000000000,-75.475003999999998,"0","0","* - bogotá; ubicado en la vertiente izquierda; vereda denominada quebrada alta. se trata de movimientos en masa desde octubre de 2006; acentuados a finales de abril de 2007; los cuales alcanzaron su mayor actividad el pasado viernes 25 de mayo afecta ie"
2513,"2513","2513",ant,"7750",Landslide,,Unknown,Otra causa - Desgarre superficial del suelo residual tipo flujo de tierr,Amva,Valle de Aburrá,Copacabana,,K15+500 sobre la Margen Interna de la Autopista Medellín *,High,6.326633000000000,-75.475003999999998,"0","0","*-bogota. se presenta un pequeño desgarre superficial del suelo residual; tipo flujo de tierras; el cual afectó la parte posterior de las viviendas sin comprometer actualmente la estabilidad de estas. estas viviendas están construidas en la margen iz"
2514,"2514","2514",ant,"7751",Landslide,,Rainfall,Vendaval - En el sector se presenta la reactivación de un antiguo,Amva,Valle de Aburrá,Copacabana,,Sector Critico sobre la Autopista Medellín - Bogotá Margen*,High,6.315542000000000,-75.492813999999996,"0","0","*externa de la vía. ** deslizamiento de gran magnitud; el cual compromete la autopista; por lo cual con anterioridad se construyó un muro de contención; el cual funciona adecuadamente; sin embargo; localmente se encuentran reactivaciones del movimie u"
2515,"2515","2515",ant,"7752",Landslide,,Rainfall,Lluvias - Movimiento de masa que afectó la vía veredal,Amva,Valle de Aburrá,Copacabana,,Vereda quebrada alta parte Baja,High,6.358302000000000,-75.504907000000003,"0","0","* que comunica al municipio con la parte alta de la vereda y al trapiche comunitario. corresponde a un deslizamiento tipo rotacional lento; con una corona de deslizamiento muy definida; la cual se extiende sobre la vía y afecta dos (2) viviendas en rte"
2516,"2516","2516",ant,"7753",Landslide,,Rainfall,"Lluvias - Flujo de escombros; generado en la parte alta de la ladera",Amva,Valle de Aburrá,Copacabana,,"Parte alta de la quebrada Alta; sector del Alto de la Virgen",High,6.358302000000000,-75.504907000000003,"0","0","* cuya trayectoria de movimiento fue controlada por una pequeña vaguada; sobre la cual arrastró el material de fondo conformado por transición suelo-roca; generando una mezcla de suelo con predominio de bloques ángulos de dimensiones heterogéneas qu"
2517,"2517","2517",ant,"7756",Landslide,,Rainfall,Lluvias - Movimiento en masa de pequeña magnitud aprox 20 m3,Amva,Valle de Aburrá,Copacabana,,Sobre la Margen Derecha de la quebrada el Cabuyal*,High,6.358302000000000,-75.504907000000003,"0","0","*que conforma el talud de la vía. ** involucrados y que se desplazaron hasta el cauce de la quebrada; y el cual amenaza la estabilidad de la vía veredal.(di6author : julieta g)(di6date : junio 5/07)"
2518,"2518","2518",ant,"7757",Landslide,,Rainfall,Lluvias - Movimiento en masa sobre cultivos y bosques intervenidos,Amva,Valle de Aburrá,Copacabana,,"Parte alta de la quebrada la Chuscala; Margen Derecha",High,6.358302000000000,-75.504907000000003,"0","0","*de la zona; el cual actualmente modifica el cauce de la quebrada estrangulándolo hacia la margen izquierda. la vegetación presente sobre el area corresponde a cultivos de café; maíz y yuca; con rastrojos bajos intervenidos. degradando gran parte de"
2519,"2519","2519",ant,"7759",Landslide,,Rainfall,Lluvias - Movimiento de masa que afectó la movilidad por la autopista,El Colombiano,Valle de Aburrá,Copacabana,,Km 8 de la Autopista Medellín-Bogotá,High,6.323306000000000,-75.509207000000004,"0","0",*dado que obstruyó dos de sus carriles(di6author : julieta g)(di6date : junio 6/07)
2520,"2520","2520",ant,"7873",Landslide,,Rainfall,Vendaval - Se desconoce,El Colombiano,Valle de Aburrá,Copacabana,,áRea rural Tubo de Gas Natural Epm,High,6.358302000000000,-75.504907000000003,"0","0",Deslizamiento que afectó el tubo madre de gas natural de epm por mas de und ia se suspendio todo el suministro de gas en el valle de aburrá(di6author : edier)(di6date : 2009-10-25)
2521,"2521","2521",ant,"7920",Landslide,,Unknown,Deslizamiento - Posible consecuencia de la explotación de roca de La Cantera,El Colombiano,Valle de Aburrá,Copacabana,,Sector las Margaritas en la Doble Calzada Medellín-Bogotá Km,Low,6.321271000000000,-75.489502999999999,"7",,"El material deslizado obligo al cierre total de la vía en una longitud aproximada de 200 metros (los cuatro carriles y gran parte del retorno al cabuyal), tumbando postes de luz, atrapando los vehículos que transitaban en ese momento con saldo de 16 mu"
2522,"2522","2522",ant,"7921",Landslide,,Rainfall,Lluvias - Al parecer una Cantera sin permisos y con un mal manejo ocac,El Colombiano,Valle de Aburrá,Copacabana,,Autopista Medellìn a Bogota sector las Margaritas Km 12+300,Low,6.319805000000000,-75.489671999999999,"16","0","Obstrucción de la autopista medellín - bogota por 5 dias, y cierres repetidos por dos semanas"
2523,"2523","2523",ant,"8213",Landslide,,Unkown,,SIMMA,Valle de Aburrá,Caldas,Vía Caldas - Santa Bárbara,Vía Caldas - Santa Bárbara,low,5.989000000000000,-75.611000000000004,"0","0",Very shallow soils over hard rock or in unconsolidated very gravelly material
2524,"2524","2524",ant,"8604",Landslide,,Rainfall,,Guardianes Antioquia,Valle de Aburrá,Caldas,Porvenir,vía Alto de Minas sector Los Lagos,Mid,5.980000000000000,-75.602999999999994,"0","0","Se presenta cierre total de la vía Alto de Minas sector Los Lagos, por deslizamiento de tierra, 500 metros después de Primavera."
