OBJECTID_1,FID,OBJECTID,bd,id,Tipo,Fecha,Detonante,DetonanDes,Fuente,Subregion,Municipio,Pueblo,Sitio,Incertidum,Norte,Este,Fallecidos,Economicas,Notas
1,"0","1",ant,"8504",Landslide,2022/03/04 00:00:00.000,Rainfall,,Guardianes Antioquia,Valle de Aburrá,Bello,Corregimiento San Felix,Sector La China,Mid,6.398400000000000,-75.613600000000005,"0","0",Derrumbe con vía cerrada totalmente entre Bello a subir a La China.
2,"1","2",ant,"8464",Landslide,2021/11/24 00:00:00.000,Rainfall,,El Colombiano,Valle de Aburrá,Medellin,Corregimiento de Santa Elena,Km 22 + 050. Sector La Catalana,Mid,6.183000000000000,-75.465000000000003,"0","0","En Santa Elena, un deslizamiento de tierra taponó la vía principal que conduce a ese corregimiento, a la altura del kilómetro 22 + 050."
3,"3","3",ant,"7895",Landslide,,Anthropic,Otra causa - Por ejecución de proceso constructivo se esta realizando el,Comunidad,Valle de Aburrá,Sabaneta,San José,La Macana,Low,6.130500000000000,-75.618799999999993,"0","0",
4,"2","4",ant,"6772",Landslide,1999/06/03 00:00:00.000,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,Santa María La Nueva,,Mid,6.173232000000000,-75.620025999999996,"0","0",(di6author : rsb)(di6date : 4/06/01)
5,"3","5",ant,"7433",Landslide,2001/09/23 00:00:00.000,Rainfall,Lluvias - Lluvias + mal manejo de aguas lluvias,Bomberos Itagüí,Valle de Aburrá,Itaguí,Malta,K 53 Nº36-10,Mid,6.169045000000000,-75.622456999999997,"0","0",(di6author : jdc)(di6date : 2003/06/27)
6,"4","6",ant,"7886",Landslide,2012/05/08 00:00:00.000,Rainfall,Lluvias,Noticias Caracol - Página Web,Valle de Aburrá,Sabaneta,San José,Vereda San José,Mid,6.162375000000000,-75.616808000000006,"0","0",
7,"5","7",ant,"7738",Landslide,2007/05/07 00:00:00.000,Unknown,Falla - Deslizamiento que afectó 6 viviendas,El Colombiano,Valle de Aburrá,Itaguí,La Independencia,No Especificado,Mid,6.165326000000000,-75.618627000000004,"0","30",(di6author : julieta g)(di6date : mayo 9/07)
8,"6","8",ant,"1077",Landslide,2001/10/29 00:00:00.000,Rainfall,Lluvias - Deslizamientos que afectaron varias viviendas,Secretario de Gobierno-Itagui,Valle de Aburrá,Itagüi,Itagüí,Porvenir 1 y 5 y barrio Ajizal,Mid,6.194027000000000,-75.605447999999996,"0","93",Se presentaron caidas de muros en varias viviendas con 11 viviendas semidestruidas y 36 en riesgo. la emergencia fue atendida con bomberos itagui y personal de obras publicas. requieren 40 kit de cocina 50 colchonetas y 40 mercados. (DI6Author : JNG DI6D
9,"7","9",ant,"1089",Landslide,2002/06/04 00:00:00.000,Rainfall,Lluvias - Saturacion de terrenos que ocasionaron deslizamiento,Bomberos Itagüí,Valle de Aburrá,Itagüi,Itagüí,Sector el Morro,Mid,6.168183000000000,-75.619032000000004,"0","13",Destrucción parcial de las partes traseras de las tres casas. (di6author : bcc di6date : 02/06/11)
10,"8","10",ant,"1090",Landslide,2002/06/05 00:00:00.000,Rainfall,Lluvias - Saturación del terreno por fuertes lluvias,Bomberos Itagüí,Valle de Aburrá,Itagüi,Itagüí,Barrio Olivares sector quebrada y Bellavista,Mid,6.174180000000000,-75.619602999999998,"0","23",Destrucción de la parte trasera de dos de las casas (di6author : bcc di6date : 2002/06/11)
11,"9","11",ant,"1137",Landslide,2003/10/28 00:00:00.000,Rainfall,Lluvias - Se ptresenta deslizamiento que destruye una vivienda,Municipio de Itagüí,Valle de Aburrá,Itagüi,Itagüí,Barrio el Pesebre,Mid,6.168183000000000,-75.619032000000004,"0","0",El deslizamiento se presento en horas de la tarde y destruyo una vivienda dejando a 5 personas damnificadas. (DI6Author : JNG DI6Date : 2003-11-10)
12,"10","12",ant,"1242",Landslide,2005/10/08 00:00:00.000,Rainfall,Lluvias - Por lluvias fuerte de da ocurrencia de deslizamientos,Bomberos Municipio de Itagüi.,Valle de Aburrá,Itagüi,Itagüí,Sector el Rosario Villa Fátima Los Zuletas y Cruz,Mid,6.179720000000000,-75.611665000000002,"0","60",Con las fuertes lluvias y los deslizamientos tambien se generan el crecimiento de algunas quebrada que cruzan por los barrio señalados. (DI6Author : JNG DI6Date : 2005-10-24)
13,"11","13",ant,"1243",Landslide,2005/10/09 00:00:00.000,Rainfall,Lluvias - A causa de lluvias ocurren deslizamientos y creciente de que,Bombero de Municipio de Itagüí,Valle de Aburrá,Itagüi,Itagüí,Vereda el Pedrega y barrios Los Zuletas y Villa Fátima,Mid,6.181169000000000,-75.616265999999996,"0","27",La información fue suministrada por el cuerpo de bomberos de itagüi (DI6Author : JNG DI6Date : 2005-10-24)
14,"12","14",ant,"1249",Landslide,2005/11/07 00:00:00.000,Rainfall,Lluvias - Se presentaron varios deslizamiento e inundaciones,Clopad,Valle de Aburrá,Itagüi,Itagüí,Barrios la Malta la Banca San Javier Olivares y Pilsen,Mid,6.171569000000000,-75.625017000000000,"0","245",El agua y el lodos se entraron a las viviendas por fortuna no hubo perdida de vidas. en menos proporción tambien se afectaron los barrios san isidro san pio yarumito y muñoz. (di6author : rudy di6date : nov.10.05)
15,"13","15",ant,"1281",Landslide,2006/03/30 00:00:00.000,Rainfall,Lluvias - Pequeños deslizamientos tambien vereda La María,Secretario de Gobierno Municipal,Valle de Aburrá,Itagüi,Itagüí,Sectores la Banca Olivares el Porvenir parte alta el Rosa,Mid,6.174122000000000,-75.619538000000006,"0","105",(di6author : bcc di6date : 2006/03/31)
16,"14","16",ant,"2351",Landslide,1945/10/24 00:00:01.000,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,,High,6.168183000000000,-75.619032000000004,"0","0",Se desconoce la causa
17,"15","17",ant,"2474",Landslide,1956/07/19 00:00:01.000,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,,High,6.168183000000000,-75.619032000000004,"3","0",Se desconoce la causa
18,"16","18",ant,"2492",Landslide,1964/09/07 00:00:01.000,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Itaguí,,,High,6.168183000000000,-75.619032000000004,"0","0",Se desconoce la causa
19,"17","19",ant,"4024",Landslide,1987/06/21 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Itaguí,,Barrio Olivares.,High,6.174122000000000,-75.619538000000006,"1","0",(di6author : rs)(di6date : 09/02/03)
20,"18","20",ant,"4285",Landslide,1988/08/18 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Itaguí,,Calle 40 con Cra. 57. barrio la Banca,High,6.173292000000000,-75.618069000000006,"0","0",3 residencias se encuentran en peligro y se les recomendo evacuar(DI6Author : RS)(DI6Date : 12/02/03)
21,"19","21",ant,"5125",Landslide,1992/09/27 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Itaguí,,Barrio el Porvenir,High,6.192748000000000,-75.599519999999998,"0","0",(di6author : rs)(di6date : 17/02/03)
22,"20","22",ant,"6128",Landslide,1996/11/28 00:00:00.000,Rainfall,Lluvias - Fuerte aguacero,El Colombiano,Valle de Aburrá,Itaguí,,"El Guayabo; al Noroccidente de Itaguí",High,6.184024000000000,-75.604485999999994,"0","0","Nota: según un afectado; dos son las cuasas de las inundaciones: 1º la indiciplina social en la parte alta de el guayabo y la estrechez del sistema de alcantarillados del sector; que hizo que se obstruyeran y así las aguas negras salieran por los des"
23,"21","23",ant,"6185",Landslide,1997/06/11 00:00:00.000,Anthropic,Error humano - Por aguas perdidas,Bomberos Medellín,Valle de Aburrá,Itaguí,,La Tablaza - Vereda Pedregal,High,6.181169000000000,-75.616265999999996,"1","0",(di6author : rs)(di6date : 4/02/03)
24,"22","24",ant,"6701",Landslide,1999/02/17 00:00:00.000,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Loma de Los Zuleta,High,6.176030000000000,-75.614450000000005,"0","0",(di6author : rsb)(di6date : 5/6/01)
25,"23","25",ant,"6764",Landslide,1999/12/26 00:00:00.000,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Barrio Olivares,High,6.174122000000000,-75.619538000000006,"0","21",(di6author : rsb)(di6date : 4/06/01)
26,"24","26",ant,"6765",Landslide,1999/12/04 00:00:00.000,Anthropic,Error humano - Infiltración de aguas perdidas,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Barrio Ajizal,High,6.193652000000000,-75.605650999999995,"0","0",(di6author : rsb)(di6date : 4/06/01)
27,"25","27",ant,"6766",Landslide,1999/12/04 00:00:00.000,Anthropic,Error humano - Infiltración de aguas perdidas,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Barrio el Porvenir,High,6.192748000000000,-75.599519999999998,"0","3",Fueron afectados dos adultos y un niño(di6author : rsb)(di6date : 4/06/01)
28,"26","28",ant,"6775",Landslide,1999/06/08 00:00:00.000,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Loma de Los Zuleta parte alta,High,6.176030000000000,-75.614450000000005,"0","0",Se crea despues del deslizamiento un taponamiento de la quebrada que pasa en donde ocurrio este(di6author : rsb)(di6date : 5/6/01)
29,"27","29",ant,"6776",Landslide,1999/06/11 00:00:00.000,Anthropic,Error humano - Taponamiento de tubos de desague,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,El Porveir. Clle 83 con Cra. 58,High,6.193759000000000,-75.599784000000000,"0","0",(di6author : rsb)(di6date : 5/6/01)
30,"28","30",ant,"6799",Landslide,1999/10/27 00:00:00.000,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Loma de Los Zuleta,High,6.176030000000000,-75.614450000000005,"0","0",No afectó ninguna vivienda o vía(di6author : rsb)(di6date : 7/6/01)
31,"29","31",ant,"6800",Landslide,1999/10/27 00:00:00.000,Unknown,Desconocida,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,,Dos Cuadras Arriba de la Escuela,High,6.168183000000000,-75.619032000000004,"0","0",(di6author : rsb)(di6date : 7/6/01)
32,"30","32",ant,"7059",Landslide,2000/04/12 00:00:00.000,Anthropic,Otra causa - Ruptura de tubería,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Loma de Los Zuleta,High,6.176030000000000,-75.614450000000005,"0","0",(di6author : jdc)(di6date : 2003/06/27)
33,"31","33",ant,"7060",Landslide,2000/06/03 00:00:00.000,Rainfall,Otra causa - Infiltración de aguas,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Barrio Los Velazques; Cl 69B Nº60-50",High,6.185148000000000,-75.607040999999995,"0","4",(di6author : jdc)(di6date : 2003/06/27)
34,"32","34",ant,"7062",Landslide,2000/05/23 00:00:00.000,Rainfall,Lluvias,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Los Olivares; Cl 40A Nº250-32",High,6.174122000000000,-75.619538000000006,"0","0",(di6author : jdc)(di6date : 2003/06/27)
35,"33","35",ant,"7068",Landslide,2000/09/02 00:00:00.000,Unknown,Otra causa - Por aguas subterraneas,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Cl 67S Nº48B-92,High,6.180279000000000,-75.598540000000000,"0","0",(di6author : jdc)(di6date : 2003/06/27)
36,"34","36",ant,"7070",Landslide,2000/10/01 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Cr 52D X Cl 76,High,6.187531000000000,-75.597579999999994,"0","0",(di6author : jdc)(di6date : 2003/06/27)
37,"35","37",ant,"7073",Landslide,2000/10/01 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Barrio Olivares; Cl 40 Nº250",High,6.174122000000000,-75.619538000000006,"0","0",(di6author : jdc)(di6date : 2003/06/27)
38,"36","38",ant,"7428",Landslide,2001/01/18 00:00:00.000,Rainfall,Lluvias,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Barrio Miranda; Cr 57 Nº46C-21",High,6.176546000000000,-75.612909000000002,"0","0",(di6author : jdc)(di6date : 2003/06/27)
39,"37","39",ant,"7434",Landslide,2001/10/26 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Itagüí,Valle de Aburrá,Itaguí,,K 50C Nº28-08,High,6.161315000000000,-75.624492000000004,"0","0",Deslizamiento represo quebrada(DI6Author : JDC)(DI6Date : 2003/06/27)
40,"38","40",ant,"7439",Landslide,2001/10/29 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Barrio el Porvenir # 1,High,6.192748000000000,-75.599519999999998,"0","0",(di6author : jdc)(di6date : 2003/06/27)
41,"39","41",ant,"7440",Landslide,2001/10/29 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Sector el Quemado,High,6.168183000000000,-75.619032000000004,"0","0",(di6author : jdc)(di6date : 2003/06/27)
42,"40","42",ant,"7441",Landslide,2001/10/19 00:00:00.000,Rainfall,Lluvias,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Callejon de Don Julio,High,6.168183000000000,-75.619032000000004,"0","0",(di6author : jdc)(di6date : 2003/06/27)
43,"41","43",ant,"7531",Landslide,2002/06/03 00:00:00.000,Rainfall,Lluvias - Lluvias + infiltración de aguas subteraneas,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Olivares; parte alta",High,6.174122000000000,-75.619538000000006,"0","0",(di6author : jdc)(di6date : 2003/06/27)
44,"42","44",ant,"7534",Landslide,2002/09/10 00:00:00.000,Anthropic,Otra causa - Aguas subterraneas por daño de tubería,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Barrio Olivares,High,6.174122000000000,-75.619538000000006,"0","0",(di6author : jdc)(di6date : 2003/06/27)
45,"43","45",ant,"7545",Landslide,2002/06/06 00:00:00.000,Unknown,Otra causa - Infiltracion de aguas,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"El Ajisal; parte alta",High,6.193652000000000,-75.605650999999995,"0","0",(di6author : jdc)(di6date : 2003/06/27)
46,"44","46",ant,"7546",Landslide,2002/06/09 00:00:00.000,Rainfall,Lluvias - Lluvias + infiltración de aguas,Bomberos Itagüí,Valle de Aburrá,Itaguí,,"Los Gómez ; parte alta",High,6.189716000000000,-75.610467000000000,"0","0",(di6author : jdc)(di6date : 2003/06/27)
47,"45","47",ant,"7627",Landslide,2002/11/07 00:00:00.000,Unknown,Otra causa - Aguas subterraneas,Periodico El Colombiano,Valle de Aburrá,Itaguí,,Barrio el Porvenir,High,6.192748000000000,-75.599519999999998,"0","0",El colombiano / 2002-11-9 / área metro(DI6Author : JDC)(DI6Date : 2003/07/11)
48,"46","48",ant,"7692",Landslide,2005/05/15 00:00:00.000,Rainfall,Inundación - Lluvias intensas en la loma de los Zuletas,Periódico El Mundo,Valle de Aburrá,Itaguí,,Corregimiento Manzanillo,High,6.187814000000000,-75.607172000000006,"0","14",(di6author : j. vanegas)(di6date : marzo1 2006)
49,"47","49",ant,"7703",Landslide,2006/06/23 00:00:00.000,Unknown,Desconocida - Movimiento de masa que amenaza con represar la quebrada  Doña María,Clopad Itagui-Simpad,Valle de Aburrá,Itaguí,,"Vereda la María; sector quebrada Piedra Gorda",High,6.175736000000000,-75.628459000000007,"0","0","Se ordeno la evacuación preventiva de 60 familias; ante el riesgo de avenida torrencial ocasionada por el represamiento de la quebrada doña maría. el municipio de itagui realizó una declaratoria de alerta naranja el 28 de junio de 2006.(di6author : j"
50,"48","50",ant,"7721",Landslide,2006/01/10 00:00:00.000,Rainfall,Lluvias - Deslizamientos generados por la alta precipitación,Periódico El Mundo Enero 17/06,Valle de Aburrá,Itaguí,,Veredas Los Gómez y el Pedregal,High,6.189716000000000,-75.610467000000000,"0","0",(di6author : julieta g)(di6date : enero 20/06)
51,"49","51",ant,"7729",Landslide,2006/12/07 00:00:00.000,Rainfall,Lluvias - Deslizamiento que afectó 35 familias,Sistema Nacional de Prevención,Valle de Aburrá,Itaguí,,,High,6.168183000000000,-75.619032000000004,"0","0",(di6author : julieta g)(di6date : dic 13/06)
52,"50","52",ant,"7745",Landslide,2007/05/26 00:00:00.000,Rainfall,Lluvias - Movimiento en masa que ocasionó la caída de un muro de una,El Colombiano,Valle de Aburrá,Itaguí,,Vereda la María,High,6.175736000000000,-75.628459000000007,"0","0",*vivienda(di6author : julieta g)(di6date : junio 5/07)
53,"51","53",ant,"7869",Landslide,2011/02/09 00:00:00.000,Rainfall,Vendaval - Intensas lluvias de 30 movimiento en masa a las 4:00 p m,El Colombiano,Valle de Aburrá,Itaguí,,Detrás de la Iglesia de Ajizal,High,6.195714000000000,-75.605097000000001,"0","0","Detrás de la iglesia de ajizal; cuatro viviendas(di6author : edier)(di6date : 2011-02-11)"
54,"52","54",ant,"7870",Landslide,2011/02/09 00:00:00.000,Rainfall,Vendaval - Lluvias de 30 movimiento en masa a las 4:00 p m,El Colombiano,Valle de Aburrá,Itaguí,,Sector Iii del Porvenir,High,6.192748000000000,-75.599519999999998,"0","0","El sector iii del porvenir; donde resultaron afectadas dos casas;(di6author : edier)(di6date : 2011-02-11)"
55,"53","55",ant,"7888",Landslide,2013/11/05 00:00:00.000,Rainfall,Lluvias,Diario El Colombiano,Valle de Aburrá,Itaguí,,,High,6.168183000000000,-75.619032000000004,"0","0",
56,"54","56",ant,"7890",Landslide,2014/03/12 00:00:00.000,Erosion,Otra causa - Socavamiento de la estructura del canal del río,Unidad de Gestión del Riesgo - Área Metropolitana,Valle de Aburrá,Itaguí,,Entre la Estación Ayurá y Envigado del Metro de Medellín. al,High,6.181027000000000,-75.591785000000002,"0","0","El servicio de transporte en el metro de medellín, entre las estaciones poblado y la estrella, fue suspendido desde el 13 de marzo hasta el 24 de marzo al medio día."
57,"55","57",ant,"7922",Landslide,2016/08/29 00:00:00.000,Rainfall,Inundación - Debido a las fuertes lluvias hay deslizamiento en las talud,Bomberos Itagüí,Valle de Aburrá,Itaguí,,En Yarumito Cra 50 Nro 22-127,High,6.180417000000000,-75.596029999999999,"0","0",Inundacion en viviendas
58,"56","58",ant,"7933",Landslide,2016/08/13 00:00:00.000,Anthropic,Negligencia - Las lluvias y basura y escombros que inundan las viviendas,Bomberos Itagüí,Valle de Aburrá,Itaguí,,Porvenir Nro 3,High,6.192748000000000,-75.599519999999998,"0","0",Aguas lluvias y basura inundando las viviendas
59,"57","59",ant,"4289",Landslide,1988/08/18 00:00:00.000,Unknown,Otra causa - Por terreno agrietado,Bomberos Medellín,Valle de Aburrá,Itaguí,San Javier,Calle 39 con Cra. 61,Mid,6.173261000000000,-75.627020000000002,"0","0",(di6author : rs)(di6date : 12/02/03)
60,"58","60",ant,"4704",Landslide,1990/04/25 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Itaguí,San Javier,Calle 39 con Cra 64 a,Mid,6.174063000000000,-75.628508999999994,"0","0",(di6author : rs)(di6date : 12/02/03)
61,"59","61",ant,"4711",Landslide,1990/05/02 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Itaguí,San Javier,Sector Villa Lucía/ Cra. 64A Nº 39 - 87,Mid,6.174392000000000,-75.628463999999994,"0","0",(di6author : rs)(di6date : 26/01/03)
62,"60","62",ant,"4599",Landslide,1989/10/30 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Itaguí,Fátima,Calle 56 con Cra. 55 a,Mid,6.176227000000000,-75.616444000000001,"0","0",(di6author : rs)(di6date : 12/02/03)
63,"61","63",ant,"6471",Landslide,1998/05/31 00:00:00.000,Rainfall,Desconocida - Infiltración de aguas lluvias,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,El Rosario,Cr. 57A # 48 - 52,Mid,6.255139000000000,-75.563391999999993,"0","0",(di6author : rsb)(di6date : 04/06/01)
64,"62","64",ant,"6792",Landslide,1999/03/12 00:00:00.000,Anthropic,Error humano - Acumulación de aguas perdidas (sobresaturación del terreno),Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,El Rosario,57A. barrio el Rosario,Mid,6.177957000000000,-75.613328999999993,"0","0",(di6author : rsb)(di6date : 5/6/01)
65,"63","65",ant,"7429",Landslide,2001/01/21 00:00:00.000,Erosion,Otra causa - Socavación de la quebrada,Bomberos Itagüí,Valle de Aburrá,Itaguí,El Rosario,Cl 48 Nº57A-18,Mid,6.250343000000000,-75.575856999999999,"0","0",(di6author : jdc)(di6date : 2003/06/27)
66,"64","66",ant,"4494",Landslide,1989/09/17 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Itaguí,La Unión,,Mid,6.174995000000000,-75.614694000000000,"0","0",(di6author : rs)(di6date : 24/01/03)
67,"65","67",ant,"7864",Landslide,2011/02/09 00:00:00.000,Rainfall,Vendaval - Lluvias de 30 movimiento en masa a las 4:00 p m,El Colombiano,Valle de Aburrá,Itaguí,La Unión,Parte alta,Mid,6.174995000000000,-75.614694000000000,"0","0","La parte alta un deslizamiento reventó un tubo del agua; el cual afectó unas 20 casas(di6author : edier)(di6date : 2011-02-11)"
68,"66","68",ant,"1270",Landslide,2006/01/10 00:00:00.000,Rainfall,Lluvias - Debido a las fuertes lluvias se presentó deslizamineo,Defensa Civil,Valle de Aburrá,La Estrella,Pueblo Viejo,Villa Paola,Mid,6.138438000000000,-75.638775999999993,"0","0",No se reporto afectación (di6author : doraelena di6date : 06/01/16)
69,"67","69",ant,"7718",Landslide,2006/01/10 00:00:00.000,Rainfall,Lluvias,Periódico El Mundo,Valle de Aburrá,La Estrella,Ancón - San Martín,Sector Ancón,Mid,6.151327000000000,-75.636691999999996,"0","0",(di6author : julieta g)(di6date : enero 20/06)
70,"68","70",ant,"1171",Landslide,2004/10/16 00:00:00.000,Rainfall,Lluvias - Se ocasionaron deslizamientos y taponamientos de quebradas,Administración Municipal,Valle de Aburrá,La Estrella,,Todo el área rural y el casco urbano,High,6.151145000000000,-75.636623000000000,"1","0",Se detectaron 36 puntos críticos el dapard ha apoyado con asistencia humanitaria con kits de aseo cocina mercados frazadas colchonetas por $18.293.000. acompañamiento social técnico.//adicional a lo anterior se apoyó con el préstamo de una planta el
71,"69","71",ant,"1250",Landslide,2005/11/07 00:00:00.000,Rainfall,Lluvias - Deslizamientos y taponamiento de quebradas a causa de ellos,Clopad,Valle de Aburrá,La Estrella,,Varios barrios del casco urbano,High,6.151145000000000,-75.636623000000000,"0","139",Los barrios mas afectados son campo alegre san martin con su iglesia el palacio consistorial y colceramicas. (di6author : rudy di6date : nov.10.05)
72,"70","72",ant,"1482",Landslide,2008/07/18 00:00:00.000,Rainfall,Lluvias - Taponamiento de la quebrada La Montañita,Clopad,Valle de Aburrá,La Estrella,,La Montañita,High,6.165887000000000,-75.653695999999997,"0","0",Se recibe ficha de la emeregencia una persona fue atrapada por el deslizamiento y rescatada por los bomberos (DI6Author : PABLO PUERTA DI6Date : 2008 11 11)
73,"71","73",ant,"1710",Landslide,2010/10/31 00:00:00.000,Rainfall,Vendaval,R 291970,Valle de Aburrá,La Estrella,,Calle Vieja,High,6.151145000000000,-75.636623000000000,"0","95",
74,"72","74",ant,"1732",Landslide,2010/11/23 00:00:00.000,Rainfall,Vendaval,R 298493,Valle de Aburrá,La Estrella,,"La Raya, la Montañita, San Miguel. la Virgen, Sagrada Famili",High,6.165887000000000,-75.653695999999997,"0","0",
75,"73","75",ant,"1787",Landslide,2011/04/26 00:00:00.000,Rainfall,Vendaval,Fax 195,Valle de Aburrá,La Estrella,,La Tablaza,High,6.117490000000000,-75.651460000000000,"0","150",
76,"74","76",ant,"1965",Landslide,2012/01/11 00:00:00.000,Rainfall,Lluvias,Reporte Clopad,Valle de Aburrá,La Estrella,,,High,6.151145000000000,-75.636623000000000,"0","0",
77,"75","77",ant,"2186",Landslide,2017/09/21 00:00:00.000,Unknown,Desconocida,Telemedellín,Valle de Aburrá,La Estrella,,"Vía que Comunica a la Estrella con Caldas, sector Cocorolló",High,6.117334000000000,-75.629930999999999,"0","0",
78,"76","78",ant,"4839",Landslide,1990/11/21 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,La Estrella,,"Km 18; Municipio la Estrella",High,6.151145000000000,-75.636623000000000,"0","7",(di6author : rs)(di6date : 13/02/03)
79,"77","79",ant,"5306",Landslide,1993/12/02 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,La Estrella,,Calle 95 B Sur con Cra 51,High,6.135660000000000,-75.635187999999999,"0","0",(di6author : rs)(di6date : 18/02/03)
80,"78","80",ant,"6076",Landslide,1996/07/23 00:00:00.000,Rainfall,Lluvias - Aguacero torrencial y además por error humano,Cole de Caldas Pero Hace Parte de Dapard,Valle de Aburrá,La Estrella,,Sierra Morena,High,6.133806000000000,-75.635919999999999,"0","0","* al crear llenos mal conformados. volumen de tierra aprox. 2000 m3 de los cuales unos 250 m3 llegaron hasta el lecho activo del río; taponandolo temporalmente.(di6author : rsb)(di6date : 3/11/01)"
81,"79","81",ant,"6474",Landslide,1998/05/16 00:00:00.000,Unknown,Desconocida,Dnpad,Valle de Aburrá,La Estrella,,,High,6.151145000000000,-75.636623000000000,"3","5",
82,"80","82",ant,"6478",Landslide,1998/12/13 00:00:00.000,Unknown,Desconocida,Dnpad,Valle de Aburrá,La Estrella,,,High,6.151145000000000,-75.636623000000000,"0","80",
83,"81","83",ant,"6480",Landslide,1998/05/02 00:00:00.000,Anthropic,Error humano - Zona sin autorización de planeación municipal y lluvias,El Colombiano,Valle de Aburrá,La Estrella,,Vereda la Arenera,High,6.151145000000000,-75.636623000000000,"0","0",Nota1: la noticia de la cual se extrae la anterior información se encuentra en el periódico de el colombiano del 5 de mayo de 1998.(di6date : 3/10/02)
84,"82","84",ant,"6482",Landslide,1998/05/02 00:00:00.000,Rainfall,Lluvias - Lluvias aisladas y construcciones en zona de alto riesgo,El Colombiano,Valle de Aburrá,La Estrella,,"Vereda la Raya; sector rural",High,6.110979000000000,-75.637213000000003,"0","0",Nota1: la noticia de la cual se extrae la anterior información se encuentra en el periódico de el colombiano del 5 de mayo de 1998.(di6date : 3/10/02)
85,"83","85",ant,"6794",Landslide,1999/11/15 00:00:00.000,Rainfall,Lluvias - Ola invernal,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,La Estrella,,Vereda la Raya,High,6.110979000000000,-75.637213000000003,"1","0",Se dio con el deslizamiento de tierra una caida de un árbol(di6author : rsb)(di6date : 6/6/01)
86,"84","86",ant,"6846",Landslide,1999/11/17 00:00:00.000,Rainfall,Lluvias - Ola invernal y se desplomó una vivenda por el deslizamiento,El Colombiano,Valle de Aburrá,La Estrella,,Vereda la Raya,High,6.110979000000000,-75.637213000000003,"1","0",(di6date : 9/10/02)
87,"85","87",ant,"7448",Landslide,2001/04/03 00:00:00.000,Rainfall,Lluvias,Bomberos La Estrella,Valle de Aburrá,La Estrella,,"Cll 79 Sur; Nº 59B-14",High,6.158777000000000,-75.642510000000001,"0","0",(di6author : jdc)(di6date : 2003/06/27)
88,"86","88",ant,"7449",Landslide,2001/05/15 00:00:00.000,Rainfall,Lluvias,Bomberos La Estrella,Valle de Aburrá,La Estrella,,Cr 21 Nº 98 Sur-48,High,6.151145000000000,-75.636623000000000,"0","0",(di6author : jdc)(di6date : 2003/06/27)
89,"87","89",ant,"7451",Landslide,2001/06/13 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos La Estrella,Valle de Aburrá,La Estrella,,Barrio la Montañita,High,6.165887000000000,-75.653695999999997,"0","0",(di6author : jdc)(di6date : 2003/06/27)
