Fecha,P
2015-04-30,42.672000885009766
2015-05-31,204.97800469398499
2015-06-30,42.926001369953156
2015-07-31,106.4260025024414
2015-08-31,129.79400366544724
2015-09-30,62.99200135469437
2015-10-31,148.08200365304947
2015-11-30,95.50400245189667
2015-12-31,2.0320000648498535
2016-01-31,6.350000202655792
2016-02-29,27.940000593662262
2016-03-31,4.318000137805939
2016-04-30,43.18000119924545
2016-05-31,69.08800202608109
2016-06-30,23.36800080537796
2016-07-31,
2016-08-31,104.14000219106674
2016-09-30,223.77400547266006
2016-10-31,150.11400365829468
2016-11-30,150.11400377750397
2016-12-31,151.38400322198868
2017-01-31,59.182001292705536
2017-02-28,12.192000389099121
2017-03-31,143.25600385665894
2017-04-30,94.4880028963089
2017-05-31,256.79400610923767
2017-06-30,212.59800535440445
2017-07-31,58.166001319885254
2017-08-31,131.82600331306458
2017-09-30,186.94400477409363
2017-10-31,143.25600212812424
2017-11-30,93.218002140522
2017-12-31,114.8080021739006
2018-01-31,92.45600181818008
2018-02-28,58.42000114917755
2018-03-31,80.01000142097473
2018-04-30,206.756005525589
2018-05-31,367.03000873327255
2018-06-30,189.2300048470497
2018-07-31,110.23600369691849
2018-08-31,102.36200273036957
2018-09-30,233.17200553417206
2018-10-31,201.67600399255753
2018-11-30,133.8580031991005
2018-12-31,4.826000154018402
2019-01-31,9.906000316143036
2019-02-28,51.56200122833252
2019-03-31,155.448004424572
2019-04-30,199.13600540161133
2019-05-31,193.5480051636696
2019-06-30,71.3740017414093
2019-07-31,147.32000291347504
2019-08-31,17.780000388622284
2019-09-30,135.89000368118286
2019-10-31,186.94400477409363
2019-11-30,87.37600195407867
2019-12-31,43.18000119924545
2020-01-31,35.81400054693222
2020-02-29,61.46799981594086
2020-03-31,74.16800147294998
2020-04-30,75.18400180339813
2020-05-31,62.48400169610977
2020-06-30,136.1440035700798
2020-07-31,251.20600759983063
2020-08-31,196.850004196167
2020-09-30,246.63400661945343
2020-10-31,168.40200340747833
2020-11-30,313.6900072693825
2020-12-31,61.2140012383461
2021-01-31,54.610001623630524
2021-02-28,54.610001027584076
2021-03-31,322.3260085582733
2021-04-30,163.0680028796196
2021-05-31,277.3680073618889
2021-06-30,273.5580072402954
2021-07-31,200.91400462388992
2021-08-31,236.22000586986542
2021-09-30,238.76000559329987
2021-10-31,242.57000309228897
2021-11-30,144.78000259399414
2021-12-31,40.89400124549866
2022-01-31,46.73600119352341
2022-02-28,101.3460025191307
2022-03-31,108.20400285720825
2022-04-30,162.30600434541702
2022-05-31,214.63000470399857
2022-06-30,306.8320064544678
2022-07-31,185.92800492048264
2022-08-31,248.6660060286522
2022-09-30,358.1400094628334
2022-10-31,216.66200584173203
2022-11-30,168.1480044722557
2022-12-31,36.3220009803772
2023-01-31,66.04000174999237
2023-02-28,30.22600084543228
2023-03-31,224.79000568389893
2023-04-30,127.76200366020203
2023-05-31,369.31600630283356
2023-06-30,133.60400331020355
2023-07-31,111.25200271606445
2023-08-31,111.25200283527374
2023-09-30,94.23400294780731
2023-10-31,223.01200538873672
2023-11-30,138.1760026216507
2023-12-31,49.78400081396103
2024-01-31,0.5080000162124634
2024-02-29,22.860000610351562
2024-03-31,22.098000586032867
2024-04-30,182.62600469589233
2024-05-31,205.9940049648285
2024-06-30,244.85600632429123
2024-07-31,63.75400137901306
2024-08-31,0.0
