Fecha,P
2010-02-28,16.00200045108795
2010-03-31,14.98600047826767
2010-04-30,78.74000203609467
2010-05-31,128.0160033106804
2010-06-30,132.08000338077545
2010-07-31,239.98200529813766
2010-08-31,119.87300306558609
2010-09-30,201.89600467681885
2010-10-31,52.31200110912323
2010-11-30,183.08300352096558
2010-12-31,128.25400298833847
2011-01-31,85.31800144910812
2011-02-28,154.55500262975693
2011-03-31,126.97600269317627
2011-04-30,5.588000178337097
2011-05-31,0.0
2011-06-30,129.27900379896164
2011-07-31,116.80500209331512
2011-08-31,0.0
2011-09-30,27.681000649929047
2011-10-31,206.45900416374207
2011-11-30,203.15400385856628
2011-12-31,142.70800292491913
2012-01-31,64.24700105190277
2012-02-29,26.66200065612793
2012-03-31,75.17300170660019
2012-04-30,262.58200603723526
2012-05-31,206.72300440073013
2012-06-30,59.425001323223114
2012-07-31,51.55600142478943
2012-08-31,147.80100333690643
2012-09-30,62.216000854969025
2012-10-31,184.372004032135
2012-11-30,169.1180036664009
2012-12-31,27.932000637054443
2013-01-31,12.1880002617836
2013-02-28,52.82300132513046
2013-03-31,115.28400200605392
2013-04-30,82.79000174999237
2013-05-31,294.582006752491
2013-06-30,148.81300288438797
2013-07-31,42.158001124858856
2013-08-31,220.68000400066376
2013-09-30,173.94700330495834
2013-10-31,200.6110035777092
2013-11-30,229.53900372982025
2013-12-31,75.67500162124634
2014-01-31,44.43900114297867
2014-02-28,69.83000141382217
2014-03-31,54.09500116109848
2014-04-30,100.07600271701813
2014-05-31,186.436004281044
2014-06-30,109.47400271892548
2014-07-31,31.242001056671143
2014-08-31,98.80600297451019
2014-09-30,70.86600196361542
2014-10-31,245.872005879879
2014-11-30,146.30400317907333
2014-12-31,124.96800315380096
2015-01-31,38.6080008149147
2015-02-28,66.80200219154358
2015-03-31,102.10800284147263
2015-04-30,92.20200234651566
2015-05-31,212.59800380468369
2015-06-30,40.8940007686615
2015-07-31,110.23600333929062
2015-08-31,70.86600244045258
2015-09-30,51.054001331329346
2015-10-31,109.4740030169487
2015-11-30,80.01000237464905
2015-12-31,8.890000104904175
2016-01-31,27.178000509738922
2016-02-29,18.542000591754913
2016-03-31,34.5440012216568
2016-04-30,122.4280024766922
2016-05-31,180.08600467443466
2016-06-30,52.83200150728226
2016-07-31,42.16400104761124
2016-08-31,87.37600260972977
2016-09-30,116.58600300550461
2016-10-31,119.12600219249725
2016-11-30,113.28400331735611
2016-12-31,162.05200308561325
2017-01-31,42.1640008687973
2017-02-28,35.5600009560585
2017-03-31,256.5400058031082
2017-04-30,107.95000219345093
2017-05-31,207.01000499725342
2017-06-30,191.0080047249794
2017-07-31,42.67200082540512
2017-08-31,103.12400257587433
2017-09-30,160.78200471401215
2017-10-31,144.27200317382812
2017-11-30,104.90200310945511
2017-12-31,92.20200288295746
2018-01-31,101.60000264644623
2018-02-28,81.28000205755234
2018-03-31,89.1540014743805
2018-04-30,179.0700040459633
2018-05-31,272.796006500721
2018-06-30,90.9320023059845
2018-07-31,65.78600203990936
2018-08-31,60.960001707077026
2018-09-30,247.90400540828705
2018-10-31,132.84200203418732
2018-11-30,180.84800446033478
2018-12-31,5.080000162124634
2019-01-31,44.19600135087967
2019-02-28,68.32600110769272
2019-03-31,149.60600405931473
2019-04-30,235.20400476455688
2019-05-31,223.7740060687065
2019-06-30,69.3420016169548
2019-07-31,103.37800282239914
2019-08-31,42.16400092840195
2019-09-30,127.25400370359421
2019-10-31,149.3520050048828
2019-11-30,197.35800457000732
2019-12-31,65.27800124883652
2020-01-31,38.862000703811646
2020-02-29,42.926001250743866
2020-03-31,52.83200132846832
2020-04-30,67.56400144100189
2020-05-31,69.0880012512207
2020-06-30,120.39600253105164
2020-07-31,258.0640075802803
2020-08-31,154.94000405073166
2020-09-30,229.87000620365143
2020-10-31,77.21600198745728
2020-11-30,182.11800330877304
2020-12-31,64.77000170946121
2021-01-31,29.972000896930695
2021-02-28,33.78200101852417
2021-03-31,237.74400508403778
2021-04-30,87.12200230360031
2021-05-31,144.01800364255905
2021-06-30,190.7540048956871
2021-07-31,98.8060033917427
2021-08-31,225.80600559711456
2021-09-30,197.10400515794754
2021-10-31,170.43400520086288
2021-11-30,154.94000309705734
2021-12-31,65.02400153875351
2022-01-31,78.99400126934052
2022-02-28,129.03200328350067
2022-03-31,223.01200503110886
2022-04-30,149.35200417041779
2022-05-31,173.48200505971909
2022-06-30,367.5380086302757
2022-07-31,135.12800377607346
2022-08-31,270.00200659036636
2022-09-30,176.53000503778458
2022-10-31,221.99600565433502
2022-11-30,246.63400506973267
2022-12-31,16.25600039958954
2023-01-31,134.36600351333618
2023-02-28,34.0360010266304
2023-03-31,195.32600528001785
2023-04-30,146.55800354480743
2023-05-31,247.1420031785965
2023-06-30,113.03000217676163
2023-07-31,98.80600237846375
2023-08-31,73.66000187397003
2023-09-30,71.62800163030624
2023-10-31,303.27600771188736
2023-11-30,115.31600248813629
2023-12-31,98.55200242996216
2024-01-31,0.0
2024-02-29,32.766000628471375
2024-03-31,13.970000207424164
2024-04-30,87.88400202989578
2024-05-31,326.64400762319565
2024-06-30,358.14000779390335
2024-07-31,54.10200124979019
2024-08-31,0.0
